BLUEPRINTTYPEID;PARENTBLUEPRINTTYPEID;PRODUCTTYPEID;PRODUCTIONTIME;TECHLEVEL;RESEARCHPRODUCTIVITYTIME;RESEARCHMATERIALTIME;RESEARCHCOPYTIME;RESEARCHTECHTIME;PRODUCTIVITYMODIFIER;MATERIALMODIFIER;WASTEFACTOR;MAXPRODUCTIONLIMIT
23820;;23819;8000;1;12000;12000;12000;120000;400;5;10;1000
23822;;23821;2000;1;12000;12000;12000;120000;120;5;10;1000
23825;;23824;4000;1;18000;18000;18000;120000;240;5;10;1000
23830;;23829;8000;1;24000;24000;24000;120000;480;5;10;1000
23835;;23834;1500;1;12000;12000;12000;120000;120;5;10;1000
23837;;23836;2000;1;12000;12000;12000;120000;120;5;10;1000
23839;;23838;2500;1;12000;12000;12000;120000;120;5;10;1000
23841;;23840;3500;1;12000;12000;12000;120000;120;5;10;1000
23843;;23842;4000;1;12000;12000;12000;120000;120;5;10;1000
23845;;23844;5000;1;12000;12000;12000;120000;120;5;10;1000
23847;;23846;8000;1;12000;12000;12000;120000;120;5;10;1000
23849;;23848;9000;1;12000;12000;12000;120000;120;5;10;1000
23851;;23850;10000;1;12000;12000;12000;120000;120;5;10;1000
23853;;23852;2000;1;12000;12000;12000;120000;120;5;10;1000
23855;;23854;4000;1;12000;12000;12000;120000;120;5;10;1000
23857;;23856;6000;1;12000;12000;12000;120000;120;5;10;1000
23865;;23864;1500;1;12000;12000;12000;120000;120;5;10;1000
23867;;23866;3000;1;12000;12000;12000;120000;120;5;10;1000
23869;;23868;6000;1;12000;12000;12000;120000;120;5;10;1000
23888;;23883;7200;1;31449600;31449600;31449600;31449600;5;5;5;1
23895;;23894;2000;1;12000;12000;12000;120000;120;5;10;1000
23897;;23896;2500;1;12000;12000;12000;120000;120;5;10;1000
23899;;23898;3000;1;12000;12000;12000;120000;120;5;10;1000
23901;;23900;2000;1;12000;12000;12000;120000;120;5;10;1000
23903;;23902;4000;1;12000;12000;12000;120000;120;5;10;1000
23912;;23911;1280000;1;7680000;5120000;2560000;2400000;256000;5;10;1
23914;;23913;2560000;1;15360000;10240000;5120000;2400000;512000;5;10;1
23916;;23915;1280000;1;7680000;5120000;2560000;2400000;256000;5;10;1
23918;;23917;2560000;1;15360000;10240000;5120000;2400000;512000;5;10;1
23920;;23919;2560000;1;15360000;10240000;5120000;2400000;512000;5;10;1
23954;;23953;360000;1;2160000;1440000;3600000;120000;72000;5;10;1
24284;;24283;90000;1;540000;360000;900000;1350000;18000;5;10;10
24306;;24305;16000;2;48000;32000;1600000;240000;3200;5;10;100
24349;;24348;1200;1;24000;24000;24000;9000;120;5;10;300
24396;;24395;600;1;12000;12000;12000;9000;120;5;10;300
24418;;24417;6000;2;36000;24000;1100000;9000;120;5;10;100
24428;;24427;6000;2;36000;24000;1100000;9000;120;5;10;100
24439;;24438;6000;2;36000;24000;1100000;9000;120;5;10;100
24444;;24443;4500;2;27000;18000;450000;67500;900;5;10;100
24469;;24468;2500;2;10000;12500;250000;120;500;5;10;300
24472;;24471;20000;2;120000;80000;2000000;300000;4000;5;10;100
24474;;24473;20000;2;120000;80000;2000000;300000;4000;5;10;100
24476;;24475;20000;2;120000;80000;2000000;300000;4000;5;10;100
24484;;24483;1280000;1;7680000;5120000;2560000;2400000;256000;5;10;1
24487;;24486;40000;2;240000;160000;4000000;600000;8000;5;10;100
24489;;24488;40000;2;240000;160000;4000000;600000;8000;5;10;100
24491;;24490;40000;2;240000;160000;4000000;600000;8000;5;10;100
24496;;24495;20000;2;120000;80000;2000000;300000;4000;5;10;100
24498;;24497;20000;2;120000;80000;2000000;300000;4000;5;10;100
24500;;24499;20000;2;120000;80000;2000000;300000;4000;5;10;100
24502;;24501;20000;2;120000;80000;2000000;300000;4000;5;10;100
24504;;24503;20000;2;120000;80000;2000000;300000;4000;5;10;100
24506;;24505;20000;2;120000;80000;2000000;300000;4000;5;10;100
24508;;24507;40000;2;240000;160000;4000000;600000;8000;5;10;100
24510;;24509;40000;2;240000;160000;4000000;600000;8000;5;10;100
24512;;24511;40000;2;240000;160000;4000000;600000;8000;5;10;100
24514;;24513;40000;2;240000;160000;4000000;600000;8000;5;10;100
24516;;24515;40000;2;240000;160000;4000000;600000;8000;5;10;100
24518;;24517;40000;2;240000;160000;4000000;600000;8000;5;10;100
24520;;24519;80000;2;480000;320000;8000000;1200000;16000;5;10;100
24522;;24521;80000;2;480000;320000;8000000;1200000;16000;5;10;100
24524;;24523;80000;2;480000;320000;8000000;1200000;16000;5;10;100
24526;;24525;80000;2;480000;320000;8000000;1200000;16000;5;10;100
24528;;24527;80000;2;480000;320000;8000000;1200000;16000;5;10;100
24530;;24529;80000;2;480000;320000;8000000;1200000;16000;5;10;100
24532;;24531;80000;2;480000;320000;8000000;1200000;16000;5;10;100
24534;;24533;80000;2;480000;320000;8000000;1200000;16000;5;10;100
24536;;24535;80000;2;480000;320000;8000000;1200000;16000;5;10;100
24538;;24537;80000;2;480000;320000;8000000;1200000;16000;5;10;100
24540;;24539;80000;2;480000;320000;8000000;1200000;16000;5;10;100
24542;;24541;80000;2;480000;320000;8000000;1200000;16000;5;10;100
24543;;24479;20000;2;120000;80000;2000000;300000;4000;5;10;100
24544;;13119;20000;2;120000;80000;2000000;300000;4000;5;10;100
24546;;24545;16000;1;96000;64000;160000;1000000;3200;5;10;5
24548;;24547;16000;1;96000;64000;160000;1000000;3200;5;10;5
24549;;23674;180000;1;1080000;720000;1800000;120;36000;5;10;1
24551;;24550;180000;1;1080000;720000;1800000;120;36000;5;10;1
24553;;24552;180000;1;1080000;720000;1800000;120;36000;5;10;1
24555;;24554;180000;1;1080000;720000;1800000;120;36000;5;10;1
24557;;24556;16000;1;96000;64000;160000;1000000;3200;5;10;5
24559;;24558;16000;1;96000;64000;160000;1000000;3200;5;10;5
24561;;24560;16000;1;96000;64000;160000;1000000;3200;5;10;5
24570;;24569;90000;1;540000;360000;900000;120000;18000;5;10;10
24604;;24478;20000;2;120000;80000;2000000;300000;4000;5;10;100
24605;;24477;20000;2;120000;80000;2000000;300000;4000;5;10;100
24614;;24492;40000;2;240000;160000;4000000;600000;8000;5;10;100
24615;;24494;40000;2;240000;160000;4000000;600000;8000;5;10;100
24616;;13856;40000;2;240000;160000;4000000;600000;8000;5;10;100
24617;;24493;40000;2;240000;160000;4000000;600000;8000;5;10;100
24621;;24620;1200;1;24000;24000;24000;240000;120;5;10;1000
24623;;24622;1200;1;24000;24000;24000;240000;120;5;10;1000
24645;;24644;90000;1;540000;360000;900000;9000;18000;5;10;10
24689;;24688;18000;1;360000;360000;360000;270000;3600;5;10;10
24691;;24690;18000;1;360000;360000;360000;270000;3600;5;10;10
24693;;24692;18000;1;360000;360000;360000;270000;3600;5;10;10
24695;;24694;18000;1;360000;360000;360000;270000;3600;5;10;10
24697;;24696;15000;1;240000;360000;360000;225000;3000;5;10;15
24699;;24698;15000;1;240000;360000;360000;225000;3000;5;10;15
24701;;24700;15000;1;240000;360000;360000;225000;3000;5;10;15
24703;;24702;15000;1;240000;360000;360000;225000;3000;5;10;15
25267;;25266;600;1;12000;12000;12000;9000;120;5;10;300
25303;;9950;1800;1;36000;36000;36000;360000;360;5;10;1000
25307;;10155;1800;1;36000;36000;36000;360000;360;5;10;1000
25308;;10156;1800;1;36000;36000;36000;360000;360;5;10;1000
25309;;9947;1800;1;36000;36000;36000;360000;360;5;10;1000
25310;;10151;1800;1;36000;36000;36000;360000;360;5;10;1000
25311;;10152;1800;1;36000;36000;36000;360000;360;5;10;1000
25314;;10164;1800;1;36000;36000;36000;360000;360;5;10;1000
25322;;15462;1800;1;36000;36000;36000;360000;360;5;10;1000
25323;;15463;1800;1;36000;36000;36000;360000;360;5;10;1000
25327;;15466;1800;1;36000;36000;36000;360000;360;5;10;1000
25328;;15477;1800;1;36000;36000;36000;360000;360;5;10;1000
25329;;15478;1800;1;36000;36000;36000;360000;360;5;10;1000
25503;;15458;1800;1;36000;36000;36000;360000;360;5;10;1000
25504;;15480;1800;1;36000;36000;36000;360000;360;5;10;1000
25505;;15461;1800;1;36000;36000;36000;360000;360;5;10;1000
25506;;15464;1800;1;36000;36000;36000;360000;360;5;10;1000
25507;;10165;1800;1;36000;36000;36000;360000;360;5;10;1000
25508;;15479;1800;1;36000;36000;36000;360000;360;5;10;1000
25509;;15460;1800;1;36000;36000;36000;360000;360;5;10;1000
25510;;15457;1800;1;36000;36000;36000;360000;360;5;10;1000
25511;;15465;1800;1;36000;36000;36000;360000;360;5;10;1000
25512;;10166;1800;1;36000;36000;36000;360000;360;5;10;1000
25513;;15459;1800;1;36000;36000;36000;360000;360;5;10;1000
25539;;25349;1800;1;36000;36000;36000;360000;360;5;10;1000
25541;;25540;600;1;12000;12000;12000;120000;120;5;10;1000
25543;;25542;600;1;12000;12000;12000;120000;120;5;10;1000
25562;;25561;600;1;12000;12000;12000;9000;120;5;10;300
25564;;25563;5000;2;30000;20000;500000;120000;1000;5;10;100
25584;;25555;72000;1;36000;36000;96000;96000;14400;5;10;10
25585;;25554;72000;1;36000;36000;96000;96000;14400;5;10;10
25586;;25556;72000;1;36000;36000;96000;96000;14400;5;10;10
25587;;25553;72000;1;36000;36000;96000;96000;14400;5;10;10
25716;;25715;7000;2;42000;28000;700000;105000;1400;5;10;100
25737;;25736;6000;1;120000;120000;120000;90000;1200;5;10;300
25772;;25771;600;2;12000;12000;12000;9000;120;5;10;1000
25813;;25812;6000;2;36000;24000;600000;90000;1200;5;10;100
25852;;25851;72000;1;36000;36000;96000;96000;14400;5;10;10
25854;;25853;72000;1;36000;36000;96000;96000;14400;5;10;10
25856;;25855;72000;1;36000;36000;96000;96000;14400;5;10;10
25858;;25857;72000;1;36000;36000;96000;96000;14400;5;10;10
25862;;25861;600;1;12000;12000;12000;9000;120;5;10;300
25889;;25888;6000;1;120000;120000;120000;90000;1200;5;10;300
25891;;25890;6000;1;120000;120000;120000;90000;1200;5;10;300
25893;;25892;6000;1;120000;120000;120000;90000;1200;5;10;300
25895;;25894;6000;1;120000;120000;120000;90000;1200;5;10;300
25897;;25896;6000;1;120000;120000;120000;90000;1200;5;10;300
25899;;25898;6000;1;120000;120000;120000;90000;1200;5;10;300
25901;;25900;6000;1;120000;120000;120000;90000;1200;5;10;300
25903;;25902;6000;1;120000;120000;120000;90000;1200;5;10;300
25907;;25906;6000;1;120000;120000;120000;90000;1200;5;10;300
25909;;25908;6000;1;120000;120000;120000;90000;1200;5;10;300
25911;;25910;6000;1;120000;120000;120000;90000;1200;5;10;300
25913;;25912;6000;1;120000;120000;120000;90000;1200;5;10;300
25915;;25914;6000;1;120000;120000;120000;90000;1200;5;10;300
25917;;25916;6000;1;120000;120000;120000;90000;1200;5;10;300
25919;;25918;6000;1;120000;120000;120000;90000;1200;5;10;300
25921;;25920;6000;1;120000;120000;120000;90000;1200;5;10;300
25923;;25922;6000;1;120000;120000;120000;90000;1200;5;10;300
25925;;25924;6000;1;120000;120000;120000;90000;1200;5;10;300
25929;;25928;6000;1;120000;120000;120000;90000;1200;5;10;300
25931;;25930;6000;1;120000;120000;120000;90000;1200;5;10;300
25933;;25932;6000;1;120000;120000;120000;90000;1200;5;10;300
25935;;25934;6000;1;120000;120000;120000;90000;1200;5;10;300
25937;;25936;6000;1;120000;120000;120000;90000;1200;5;10;300
25949;;25948;6000;1;120000;120000;120000;90000;1200;5;10;300
25951;;25950;6000;1;120000;120000;120000;90000;1200;5;10;300
25953;;25952;6000;1;120000;120000;120000;90000;1200;5;10;300
25955;;25954;6000;1;120000;120000;120000;90000;1200;5;10;300
25957;;25956;6000;1;120000;120000;120000;90000;1200;5;10;300
25969;;25968;6000;1;120000;120000;120000;90000;1200;5;10;300
25971;;25970;6000;1;120000;120000;120000;90000;1200;5;10;300
25973;;25972;6000;1;120000;120000;120000;90000;1200;5;10;300
25975;;25974;6000;1;120000;120000;120000;90000;1200;5;10;300
25977;;25976;6000;1;120000;120000;120000;90000;1200;5;10;300
25979;;25978;6000;1;120000;120000;120000;90000;1200;5;10;300
25981;;25980;6000;1;120000;120000;120000;90000;1200;5;10;300
25997;;25996;6000;1;120000;120000;120000;90000;1200;5;10;300
25999;;25998;6000;1;120000;120000;120000;90000;1200;5;10;300
26001;;26000;6000;1;120000;120000;120000;90000;1200;5;10;300
26003;;26002;6000;1;120000;120000;120000;90000;1200;5;10;300
26005;;26004;6000;1;120000;120000;120000;90000;1200;5;10;300
26007;;26006;6000;1;120000;120000;120000;90000;1200;5;10;300
26009;;26008;6000;1;120000;120000;120000;90000;1200;5;10;300
26017;;26016;6000;1;120000;120000;120000;90000;1200;5;10;300
26019;;26018;600;1;12000;12000;12000;9000;120;5;10;1000
26021;;26020;6000;1;120000;120000;120000;90000;1200;5;10;300
26023;;26022;6000;1;120000;120000;120000;90000;1200;5;10;300
26025;;26024;600;1;12000;12000;12000;9000;120;5;10;1000
26027;;26026;6000;1;120000;120000;120000;90000;1200;5;10;300
26029;;26028;6000;1;120000;120000;120000;90000;1200;5;10;300
26031;;26030;6000;1;120000;120000;120000;90000;1200;5;10;300
26039;;26038;6000;1;120000;120000;120000;90000;1200;5;10;300
26041;;26040;6000;1;120000;120000;120000;90000;1200;5;10;300
26043;;26042;6000;1;120000;120000;120000;90000;1200;5;10;300
26047;;26046;6000;1;120000;120000;120000;90000;1200;5;10;300
26049;;26048;6000;1;120000;120000;120000;90000;1200;5;10;300
26057;;26056;6000;1;120000;120000;120000;90000;1200;5;10;300
26059;;26058;6000;1;120000;120000;120000;90000;1200;5;10;300
26061;;26060;6000;1;120000;120000;120000;90000;1200;5;10;300
26063;;26062;6000;1;120000;120000;120000;90000;1200;5;10;300
26065;;26064;600;1;12000;12000;12000;9000;120;5;10;1000
26067;;26066;6000;1;120000;120000;120000;90000;1200;5;10;300
26069;;26068;6000;1;120000;120000;120000;90000;1200;5;10;300
26071;;26070;6000;1;120000;120000;120000;90000;1200;5;10;300
26073;;26072;6000;1;120000;120000;120000;90000;1200;5;10;300
26077;;26076;6000;1;120000;120000;120000;90000;1200;5;10;300
26079;;26078;6000;1;120000;120000;120000;90000;1200;5;10;300
26081;;26080;6000;1;120000;120000;120000;90000;1200;5;10;300
26083;;26082;6000;1;120000;120000;120000;90000;1200;5;10;300
26085;;26084;6000;1;120000;120000;120000;90000;1200;5;10;300
26087;;26086;6000;1;120000;120000;120000;90000;1200;5;10;300
26089;;26088;6000;1;120000;120000;120000;90000;1200;5;10;300
26091;;26090;6000;1;120000;120000;120000;90000;1200;5;10;300
26097;;26096;6000;1;120000;120000;120000;90000;1200;5;10;300
26101;;26100;6000;1;120000;120000;120000;90000;1200;5;10;300
26103;;26102;6000;1;120000;120000;120000;90000;1200;5;10;300
26105;;26104;6000;1;120000;120000;120000;90000;1200;5;10;300
26107;;26106;6000;1;120000;120000;120000;90000;1200;5;10;300
26109;;26108;6000;1;120000;120000;120000;90000;1200;5;10;300
26111;;26110;6000;1;120000;120000;120000;90000;1200;5;10;300
26113;;26112;6000;1;120000;120000;120000;90000;1200;5;10;300
26174;;26173;600;1;12000;12000;12000;120000;120;5;10;1000
26287;;26286;30000;2;600000;600000;600000;450000;6000;5;10;10
26289;;26288;30000;2;600000;600000;600000;450000;6000;5;10;10
26291;;26290;30000;2;600000;600000;600000;450000;6000;5;10;10
26293;;26292;30000;2;600000;600000;600000;450000;6000;5;10;10
26295;;26294;30000;2;600000;600000;600000;450000;6000;5;10;10
26297;;26296;30000;2;600000;600000;600000;450000;6000;5;10;10
26299;;26298;30000;2;600000;600000;600000;450000;6000;5;10;10
26301;;26300;30000;2;600000;600000;600000;450000;6000;5;10;10
26303;;26302;30000;2;600000;600000;600000;450000;6000;5;10;10
26305;;26304;30000;2;600000;600000;600000;450000;6000;5;10;10
26307;;26306;30000;2;600000;600000;600000;450000;6000;5;10;10
26309;;26308;30000;2;600000;600000;600000;450000;6000;5;10;10
26311;;26310;30000;2;600000;600000;600000;450000;6000;5;10;10
26313;;26312;30000;2;600000;600000;600000;450000;6000;5;10;10
26315;;26314;60000;2;360000;240000;600000;900000;12000;5;10;10
26319;;26318;30000;2;600000;600000;600000;450000;6000;5;10;10
26321;;26320;30000;2;600000;600000;600000;450000;6000;5;10;10
26323;;26322;30000;2;600000;600000;600000;450000;6000;5;10;10
26325;;26324;30000;2;600000;600000;600000;450000;6000;5;10;10
26327;;26326;30000;2;600000;600000;600000;450000;6000;5;10;10
26329;;26328;30000;2;600000;600000;600000;450000;6000;5;10;10
26331;;26330;30000;2;600000;600000;600000;450000;6000;5;10;10
26333;;26332;30000;2;600000;600000;600000;450000;6000;5;10;10
26335;;26334;30000;2;600000;600000;600000;450000;6000;5;10;10
26337;;26336;30000;2;600000;600000;600000;450000;6000;5;10;10
26339;;26338;30000;2;600000;600000;600000;450000;6000;5;10;10
26341;;26340;30000;2;600000;600000;600000;450000;6000;5;10;10
26343;;26342;30000;2;600000;600000;600000;450000;6000;5;10;10
26345;;26344;30000;2;600000;600000;600000;450000;6000;5;10;10
26347;;26346;30000;2;600000;600000;600000;450000;6000;5;10;10
26349;;26348;30000;2;600000;600000;600000;450000;6000;5;10;10
26351;;26350;30000;2;600000;600000;600000;450000;6000;5;10;10
26353;;26352;30000;2;600000;600000;600000;450000;6000;5;10;10
26355;;26354;30000;2;600000;600000;600000;450000;6000;5;10;10
26357;;26356;30000;2;600000;600000;600000;450000;6000;5;10;10
26359;;26358;30000;2;600000;600000;600000;450000;6000;5;10;10
26361;;26360;30000;2;600000;600000;600000;450000;6000;5;10;10
26363;;26362;30000;2;600000;600000;600000;450000;6000;5;10;10
26365;;26364;30000;2;600000;600000;600000;450000;6000;5;10;10
26367;;26366;30000;2;600000;600000;600000;450000;6000;5;10;10
26369;;26368;30000;2;600000;600000;600000;450000;6000;5;10;10
26371;;26370;30000;2;600000;600000;600000;450000;6000;5;10;10
26373;;26372;30000;2;600000;600000;600000;450000;6000;5;10;10
26375;;26374;30000;2;600000;600000;600000;450000;6000;5;10;10
26377;;26376;30000;2;600000;600000;600000;450000;6000;5;10;10
26379;;26378;30000;2;600000;600000;600000;450000;6000;5;10;10
26381;;26380;30000;2;600000;600000;600000;450000;6000;5;10;10
26383;;26382;30000;2;600000;600000;600000;450000;6000;5;10;10
26385;;26384;30000;2;600000;600000;600000;450000;6000;5;10;10
26387;;26386;30000;2;600000;600000;600000;450000;6000;5;10;10
26389;;26388;30000;2;600000;600000;600000;450000;6000;5;10;10
26391;;26390;30000;2;600000;600000;600000;450000;6000;5;10;10
26393;;26392;30000;2;600000;600000;600000;450000;6000;5;10;10
26395;;26394;30000;2;600000;600000;600000;450000;6000;5;10;10
26397;;26396;30000;2;600000;600000;600000;450000;6000;5;10;10
26399;;26398;30000;2;600000;600000;600000;450000;6000;5;10;10
26401;;26400;30000;2;600000;600000;600000;450000;6000;5;10;10
26403;;26402;30000;2;600000;600000;600000;450000;6000;5;10;10
26405;;26404;30000;2;600000;600000;600000;450000;6000;5;10;10
26407;;26406;30000;2;600000;600000;600000;450000;6000;5;10;10
26409;;26408;60000;2;360000;240000;600000;900000;12000;5;10;10
26411;;26410;60000;2;360000;240000;600000;900000;12000;5;10;10
26413;;26412;30000;2;600000;600000;600000;450000;6000;5;10;10
26415;;26414;30000;2;600000;600000;600000;450000;6000;5;10;10
26417;;26416;30000;2;600000;600000;600000;450000;6000;5;10;10
26419;;26418;30000;2;600000;600000;600000;450000;6000;5;10;10
26421;;26420;30000;2;600000;600000;600000;450000;6000;5;10;10
26423;;26422;60000;2;360000;240000;600000;900000;12000;5;10;10
26425;;26424;30000;2;600000;600000;600000;450000;6000;5;10;10
26427;;26426;60000;2;360000;240000;600000;900000;12000;5;10;10
26429;;26428;30000;2;600000;600000;600000;450000;6000;5;10;10
26431;;26430;30000;2;600000;600000;600000;450000;6000;5;10;10
26433;;26432;30000;2;600000;600000;600000;450000;6000;5;10;10
26435;;26434;30000;2;600000;600000;600000;450000;6000;5;10;10
26437;;26436;30000;2;600000;600000;600000;450000;6000;5;10;10
26439;;26438;30000;2;600000;600000;600000;450000;6000;5;10;10
26441;;26440;30000;2;600000;600000;600000;450000;6000;5;10;10
26443;;26442;30000;2;600000;600000;600000;450000;6000;5;10;10
26445;;26444;30000;2;600000;600000;600000;450000;6000;5;10;10
26447;;26446;30000;2;600000;600000;600000;450000;6000;5;10;10
26449;;26448;30000;2;600000;600000;600000;450000;6000;5;10;10
26451;;26450;30000;2;600000;600000;600000;450000;6000;5;10;10
26453;;26452;30000;2;600000;600000;600000;450000;6000;5;10;10
26598;;26597;72000;1;36000;36000;96000;96000;14400;5;10;10
26600;;26599;72000;1;36000;36000;96000;96000;14400;5;10;10
26602;;26601;72000;1;36000;36000;96000;96000;14400;5;10;10
26604;;26603;72000;1;36000;36000;96000;96000;14400;5;10;10
26607;;3651;8000;2;360000;360000;3600000;120000;450;5;10;100
26759;;20138;600;1;12000;12000;12000;9000;5;5;10;300
26760;;20306;300;1;6000;6000;6000;4500;60;5;10;1500
26761;;20308;300;1;6000;6000;6000;4500;60;5;10;1500
26762;;20307;300;1;6000;6000;6000;4500;60;5;10;1500
26843;;26842;18000;1;360000;360000;360000;3600000;3600;5;10;1000
26850;;26849;80000;2;960000;720000;800000;120;16000;5;10;1000
26870;;26869;6000;2;36000;24000;600000;90000;1200;5;10;1000
26889;;26888;80000;2;960000;720000;4000000;75000;16000;5;10;50
26891;;26890;40000;2;480000;360000;2000000;150000;8000;5;10;50
26893;;26892;20000;2;240000;180000;1000000;225000;4000;5;10;50
26915;;26914;6000;2;36000;24000;600000;90000;1200;5;10;100
26916;;26913;5000;2;30000;20000;500000;75000;1000;5;10;100
26917;;26912;4000;2;24000;16000;400000;60000;800;5;10;100
26926;;26925;600;1;12000;12000;12000;9000;120;5;10;1000
26928;;26927;600;1;12000;12000;12000;9000;120;5;10;1000
26930;;26929;1500;1;30000;30000;30000;22500;300;5;10;300
26932;;26931;7500;2;150000;150000;150000;112500;1500;5;10;10
26961;;26960;600;1;12000;12000;12000;9000;120;5;10;1000
26963;;26962;600;1;12000;12000;12000;9000;120;5;10;1000
26965;;26964;600;1;12000;12000;12000;9000;120;5;10;1000
26967;;26966;600;1;12000;12000;12000;9000;120;5;10;1000
26984;;26983;600;1;12000;12000;12000;9000;120;5;10;1000
27015;;27014;600;1;12000;12000;12000;120000;120;5;10;1000
27020;;27019;600;1;12000;12000;12000;120000;120;5;10;1000
27022;1071;27021;600;1;12000;12000;12000;300;120;5;10;1
27024;1071;27023;600;2;12000;12000;12000;300;120;5;10;1
27027;;27026;72000;1;36000;36000;96000;96000;0;0;0;1000
27039;;27038;120;1;120;120;120;120;5;5;5;1000
27065;;27064;12000;1;240000;240000;240000;180000;2400;5;10;300
27067;;27066;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
27069;;27068;1500;1;30000;30000;30000;22500;300;5;10;300
27300;;27299;600;1;120000;120000;120000;300;1200;5;10;1000
27302;;27301;600;1;120000;120000;120000;300;1200;5;10;1000
27304;;27303;600;1;120000;120000;120000;300;1200;5;10;1000
27306;;27305;600;1;120000;120000;120000;300;1200;5;10;1000
27309;;17368;6000;1;12000;14000;16000;24000;24;5;10;10
27657;;27656;640000;1;3840000;2560000;1280000;3600000;128000;5;10;1000
27659;;27658;640000;1;3840000;2560000;1280000;3600000;128000;5;10;1000
27661;;27660;640000;1;3840000;2560000;1280000;3600000;128000;5;10;1000
27663;;27662;640000;1;3840000;2560000;1280000;3600000;128000;5;10;1000
27665;;27664;640000;1;3840000;2560000;1280000;3600000;128000;5;10;1000
27667;;27666;640000;1;3840000;2560000;1280000;3600000;128000;5;10;1000
27677;;27539;86400;1;1728000;1728000;1728000;1296000;17280;5;0;5
27679;;27678;90000;1;540000;360000;900000;1350000;18000;5;10;10
27680;;27607;64800;1;1296000;1296000;1296000;972000;12960;5;0;5
27681;;27610;43200;1;864000;864000;864000;648000;8640;5;0;5
27682;;27530;86400;1;1728000;1728000;1728000;1296000;17280;5;0;5
27684;;27589;64800;1;1296000;1296000;1296000;972000;12960;5;0;5
27685;;27592;43200;1;864000;864000;864000;648000;8640;5;0;5
27688;;27532;86400;1;1728000;1728000;1728000;1296000;17280;5;0;5
27689;;27591;64800;1;1296000;1296000;1296000;972000;12960;5;0;5
27690;;27594;43200;1;864000;864000;864000;648000;8640;5;0;5
27694;;27609;64800;1;1296000;1296000;1296000;972000;12960;5;0;5
27695;;27540;86400;1;1728000;1728000;1728000;1296000;17280;5;0;5
27696;;27612;43200;1;864000;864000;864000;648000;8640;5;0;5
27697;;27598;43200;1;864000;864000;864000;648000;8640;5;0;5
27698;;27595;64800;1;1296000;1296000;1296000;972000;12960;5;0;5
27699;;27533;86400;1;1728000;1728000;1728000;1296000;17280;5;0;5
27703;;27600;43200;1;864000;864000;864000;648000;8640;5;0;5
27704;;27597;64800;1;1296000;1296000;1296000;972000;12960;5;0;5
27705;;27535;86400;1;1728000;1728000;1728000;1296000;17280;5;0;5
27706;;27536;86400;1;1728000;1728000;1728000;1296000;17280;5;0;5
27707;;27601;64800;1;1296000;1296000;1296000;972000;12960;5;0;5
27708;;27604;43200;1;864000;864000;864000;648000;8640;5;0;5
27712;;27603;64800;1;1296000;1296000;1296000;972000;12960;5;0;5
27713;;27538;86400;1;1728000;1728000;1728000;1296000;17280;5;0;5
27714;;27606;43200;1;864000;864000;864000;648000;8640;5;0;5
27781;;27780;86400;1;1728000;1728000;1728000;1296000;17280;5;0;5
27783;;27782;64800;1;1296000;1296000;1296000;972000;12960;5;0;5
27785;;27784;43200;1;864000;864000;864000;648000;8640;5;0;5
27787;;27786;86400;1;1728000;1728000;1728000;1296000;17280;5;0;5
27789;;27788;64800;1;1296000;1296000;1296000;972000;12960;5;0;5
27791;;27790;43200;1;864000;864000;864000;648000;8640;5;0;5
27807;;27767;10800;1;216000;216000;216000;162000;2160;5;10;3
27808;;27766;10800;1;216000;216000;216000;162000;2160;5;10;3
27809;;27768;8100;1;162000;162000;162000;121500;1620;5;10;3
27810;;27769;8100;1;162000;162000;162000;121500;1620;5;10;3
27811;;27771;5400;1;108000;108000;108000;81000;1080;5;10;3
27812;;27770;5400;1;108000;108000;108000;81000;1080;5;10;3
27813;;27776;5400;1;108000;108000;108000;81000;1080;5;10;3
27814;;27777;5400;1;108000;108000;108000;81000;1080;5;10;3
27815;;27775;8100;1;162000;162000;162000;121500;1620;5;10;3
27816;;27774;8100;1;162000;162000;162000;121500;1620;5;10;3
27817;;27773;10800;1;216000;216000;216000;162000;2160;5;10;3
27818;;27772;10800;1;216000;216000;216000;162000;2160;5;10;3
27819;;27551;10800;1;216000;216000;216000;162000;2160;5;10;3
27820;;27548;10800;1;216000;216000;216000;162000;2160;5;10;3
27821;;27625;8100;1;162000;162000;162000;121500;1620;5;10;3
27822;;27628;8100;1;162000;162000;162000;121500;1620;5;10;3
27823;;27631;5400;1;108000;108000;108000;81000;1080;5;10;3
27824;;27634;5400;1;108000;108000;108000;81000;1080;5;10;3
27825;;27553;10800;1;216000;216000;216000;162000;2160;5;10;3
27826;;27550;10800;1;216000;216000;216000;162000;2160;5;10;3
27827;;27627;8100;1;162000;162000;162000;121500;1620;5;10;3
27828;;27630;8100;1;162000;162000;162000;121500;1620;5;10;3
27829;;27633;5400;1;108000;108000;108000;81000;1080;5;10;3
27830;;27636;5400;1;108000;108000;108000;81000;1080;5;10;3
27831;;27557;10800;1;216000;216000;216000;162000;2160;5;10;3
27832;;27554;10800;1;216000;216000;216000;162000;2160;5;10;3
27833;;27647;8100;1;162000;162000;162000;121500;1620;5;10;3
27834;;27653;5400;1;108000;108000;108000;81000;1080;5;10;3
27835;;27644;8100;1;162000;162000;162000;121500;1620;5;10;3
