STATIONID;SECURITY;DOCKINGCOSTPERVOLUME;MAXSHIPVOLUMEDOCKABLE;OFFICERENTALCOST;OPERATIONID;STATIONTYPEID;CORPORATIONID;SOLARSYSTEMID;CONSTELLATIONID;REGIONID;STATIONNAME;X;Y;Z;REPROCESSINGEFFICIENCY;REPROCESSINGSTATIONSTAKE;REPROCESSINGHANGARFLAG
60007462;0;0;50000000;10000;1;1930;1000074;30003378;20000492;10000042;Nedegulf VIII - Moon 13 - Joint Harvesting Plantation;-2,48809E+12;2,42136E+11;3,84846E+11;0,5;0,05;4
60007465;0;0;50000000;10000;1;1930;1000074;30003376;20000492;10000042;Stirht VII - Moon 5 - Joint Harvesting Plantation;-1,60408E+11;13054156800;1,27615E+12;0,5;0,05;4
60007468;0;0;50000000;10000;1;1930;1000074;30003378;20000492;10000042;Nedegulf V - Joint Harvesting Plantation;2,38152E+11;-23176519680;1,23747E+11;0,5;0,05;4
60007471;0;0;50000000;10000;7;1930;1000074;30003376;20000492;10000042;Stirht VII - Moon 13 - Joint Harvesting Mining Outpost;-1,5987E+11;13010657280;1,27355E+12;0,32;0,05;4
60007474;0;0;50000000;10000;7;1930;1000074;30003378;20000492;10000042;Nedegulf VIII - Moon 10 - Joint Harvesting Mining Outpost;-2,49005E+12;2,42328E+11;3,87762E+11;0,32;0,05;4
60007477;0;0;50000000;10000;1;1930;1000074;30002508;20000367;10000030;Trytedald V - Moon 2 - Joint Harvesting Plantation;2,57108E+11;-48336199680;-2,79371E+11;0,5;0,05;4
60007480;0;0;50000000;10000;1;1930;1000074;30002508;20000367;10000030;Trytedald VIII - Moon 20 - Joint Harvesting Plantation;-9,06619E+11;1,70446E+11;-1,85782E+12;0,5;0,05;4
60007483;0;0;50000000;10000;1;1930;1000074;30002508;20000367;10000030;Trytedald VIII - Moon 23 - Joint Harvesting Plantation;-9,21154E+11;1,73177E+11;-1,86032E+12;0,5;0,05;4
60007486;0;0;50000000;10000;1;1930;1000074;30002508;20000367;10000030;Trytedald III - Moon 1 - Joint Harvesting Plantation;-98692177920;18554265600;99420119040;0,5;0,05;4
60007489;0;0;50000000;10000;7;1930;1000074;30002508;20000367;10000030;Trytedald VII - Moon 16 - Joint Harvesting Mining Outpost;1,30541E+12;-2,45416E+11;48626196480;0,32;0,05;4
60007492;0;0;50000000;10000;7;1930;1000074;30002508;20000367;10000030;Trytedald VII - Moon 22 - Joint Harvesting Mining Outpost;1,30183E+12;-2,44745E+11;60123832320;0,32;0,05;4
60007495;0;0;50000000;10000;1;1930;1000074;30000205;20000029;10000002;Obe VI - Moon 1 - Joint Harvesting Plantation;-1,70321E+12;3,4296E+11;2,23828E+11;0,5;0,05;4
60007498;0;0;50000000;10000;1;1930;1000074;30000205;20000029;10000002;Obe V - Joint Harvesting Plantation;48516096000;-9764659200;9,00339E+11;0,5;0,05;4
60007501;0;0;50000000;10000;2;1928;1000074;30000203;20000029;10000002;Eruka IV - Moon 6 - Joint Harvesting Food Packaging;-3,22802E+11;-42440171520;-1,21996E+11;0,5;0,05;4
60007504;0;0;50000000;10000;2;1928;1000074;30000202;20000029;10000002;Mastakomon VII - Joint Harvesting Food Packaging;1,02221E+11;-3407339520;2,85681E+11;0,5;0,05;4
60007507;0;0;50000000;10000;9;1929;1000074;30000201;20000029;10000002;Uchoshi X - Moon 1 - Joint Harvesting Mineral Reserve;-1,05087E+12;-2,12719E+11;-1,05585E+11;0,5;0,05;4
60007510;0;0;50000000;10000;7;1930;1000074;30000204;20000029;10000002;Ohkunen VI - Joint Harvesting Mining Outpost;-3,36618E+12;6,56027E+11;-5,41159E+11;0,32;0,05;4
60007513;0;0;50000000;10000;1;1930;1000075;30001673;20000247;10000020;Shesha VII - Nurtura Plantation;1,68604E+11;31255633920;7,08288E+11;0,5;0,05;4
60007516;0;0;50000000;10000;3;1929;1000075;30001674;20000247;10000020;Hilaban II - Moon 12 - Nurtura Warehouse;-1,04885E+11;19541729280;1,98469E+11;0,5;0,05;4
60007519;0;0;50000000;10000;2;1928;1000075;30001670;20000247;10000020;Baviasi III - Moon 1 - Nurtura Food Packaging;-1,64955E+11;32679813120;-48094863360;0,5;0,05;4
60007522;0;0;50000000;10000;3;1929;1000075;30001674;20000247;10000020;Hilaban I - Nurtura Warehouse;87296286720;-16266977280;-30399897600;0,5;0,05;4
60007525;0;0;50000000;10000;2;1928;1000075;30003555;20000518;10000043;Bittanshal VIII - Moon 18 - Nurtura Food Packaging;-2,71015E+12;-58626170880;-1,34218E+12;0,5;0,05;4
60007528;0;0;50000000;10000;1;1930;1000075;30003557;20000518;10000043;Sieh III - Moon 13 - Nurtura Plantation;1,88198E+12;2,50155E+11;2,93648E+12;0,5;0,05;4
60007531;0;0;50000000;10000;1;1930;1000075;30003555;20000518;10000043;Bittanshal VIII - Moon 9 - Nurtura Plantation;-2,71302E+12;-58687856640;-1,33958E+12;0,5;0,05;4
60007534;0;0;50000000;10000;1;1930;1000075;30003557;20000518;10000043;Sieh II - Moon 9 - Nurtura Plantation;4,98663E+11;66287247360;-6,93533E+11;0,5;0,05;4
60007537;0;0;50000000;10000;1;1930;1000075;30003399;20000495;10000042;Vorsk VIII - Moon 3 - Nurtura Plantation;1,0706E+12;-1,83332E+11;-2,84257E+11;0,5;0,05;4
60007540;0;0;50000000;10000;1;1930;1000075;30003399;20000495;10000042;Vorsk IX - Moon 5 - Nurtura Plantation;-7,13438E+11;1,22172E+11;1,75166E+12;0,5;0,05;4
60007543;0;0;50000000;10000;1;1930;1000075;30003399;20000495;10000042;Vorsk IX - Moon 9 - Nurtura Plantation;-7,1308E+11;1,2211E+11;1,75166E+12;0,5;0,05;4
60007546;0;0;50000000;10000;2;1928;1000075;30003393;20000495;10000042;Eiluvodi VI - Moon 10 - Nurtura Food Packaging;-1,1106E+12;37984051200;3,96254E+11;0,5;0,05;4
60007549;0;0;50000000;10000;2;1928;1000075;30001394;20000204;10000016;Korama II - Moon 8 - Nurtura Food Packaging;-35282165760;6285926400;1,79301E+11;0,5;0,05;4
60007552;0;0;50000000;10000;3;1929;1000075;30001397;20000204;10000016;Isseras VII - Nurtura Warehouse;8,06753E+11;30612234240;2,71942E+12;0,5;0,05;4
60007555;0;0;50000000;10000;1;1930;1000075;30001393;20000204;10000016;Malkalen I - Nurtura Plantation;67055493120;5271183360;-58232463360;0,5;0,05;4
60007558;0;0;50000000;10000;1;1930;1000075;30001397;20000204;10000016;Isseras IV - Moon 1 - Nurtura Plantation;-72576983040;-2755338240;-1,72413E+11;0,5;0,05;4
60007561;0;0;50000000;10000;3;1929;1000075;30000083;20000012;10000001;Ejahi IV - Nurtura Warehouse;1,5977E+11;19146301440;4,57037E+11;0,5;0,05;4
60007564;0;0;50000000;10000;1;1930;1000075;30000088;20000012;10000001;Akeva IV - Moon 8 - Nurtura Plantation;-4,0331E+12;1,05062E+11;2,43436E+12;0,5;0,05;4
60007567;0;0;50000000;10000;3;1929;1000075;30000083;20000012;10000001;Ejahi VI - Nurtura Warehouse;-1,42769E+12;-1,71068E+11;2,84638E+11;0,5;0,05;4
60007570;0;0;50000000;10000;1;1930;1000075;30000088;20000012;10000001;Akeva III - Moon 10 - Nurtura Plantation;69050081280;-1798840320;-3,70323E+11;0,5;0,05;4
60007573;0;0;50000000;10000;1;1930;1000075;30000031;20000005;10000001;Mohas I - Nurtura Plantation;-26825318400;-3947274240;16546406400;0,5;0,05;4
60007576;0;0;50000000;10000;1;1930;1000075;30000034;20000005;10000001;Alkez VI - Moon 1 - Nurtura Plantation;-1,87156E+11;25401630720;6,09522E+11;0,5;0,05;4
60007579;0;0;50000000;10000;1;1930;1000075;30000037;20000005;10000001;Uplingur IV (Ndoria) - Moon 16 - Nurtura Plantation;-5,53228E+12;-1,08645E+12;7,80743E+12;0,5;0,05;4
60007582;0;0;50000000;10000;1;1930;1000075;30000037;20000005;10000001;Uplingur III - Moon 8 - Nurtura Plantation;2,82351E+11;55449231360;8,28979E+11;0,5;0,05;4
60007585;0;0;50000000;10000;1;1930;1000075;30000194;20000027;10000002;Otsela VI - Moon 10 - Nurtura Plantation;-6,44917E+11;8344903680;1,44993E+12;0,5;0,05;4
60007588;0;0;50000000;10000;2;1928;1000075;30000188;20000027;10000002;Hentogaira II - Moon 10 - Nurtura Food Packaging;5,15593E+11;-43854028800;-1,72852E+12;0,5;0,05;4
60007591;0;0;50000000;10000;3;1929;1000075;30000188;20000027;10000002;Hentogaira I - Moon 7 - Nurtura Warehouse;-3,61168E+11;30719631360;1,79556E+11;0,5;0,05;4
60007594;0;0;50000000;10000;2;1928;1000075;30000190;20000027;10000002;Vasala IV - Nurtura Food Packaging;-1,22045E+11;-23709573120;-99552337920;0,5;0,05;4
60007597;0;0;50000000;10000;3;1929;1000075;30001389;20000203;10000016;Isanamo VII - Moon 1 - Nurtura Warehouse;78713610240;10299187200;1,26538E+11;0,5;0,05;4
60007600;0;0;50000000;10000;1;1930;1000075;30001390;20000203;10000016;Pakkonen V - Moon 6 - Nurtura Plantation;1,87861E+12;3,52263E+11;7,94931E+11;0,5;0,05;4
60007603;0;0;50000000;10000;1;1930;1000075;30001390;20000203;10000016;Pakkonen I - Moon 1 - Nurtura Plantation;64856924160;12161310720;-13911613440;0,5;0,05;4
60007606;0;0;50000000;10000;3;1929;1000075;30001386;20000203;10000016;Saatuban VII - Moon 2 - Nurtura Warehouse;8,53656E+11;1,52557E+11;-4,20334E+11;0,5;0,05;4
60007609;0;0;50000000;10000;2;1928;1000075;30001654;20000244;10000020;Matyas V - Moon 19 - Nurtura Food Packaging;-51023339520;5878947840;-6,09654E+11;0,5;0,05;4
60007612;0;0;50000000;10000;2;1928;1000075;30001652;20000244;10000020;Pimsu VIII - Moon 5 - Nurtura Food Packaging;6,42353E+11;-1,28387E+11;-1,07636E+12;0,5;0,05;4
60007615;0;0;50000000;10000;2;1928;1000075;30001655;20000244;10000020;Imeshasa I - Nurtura Food Packaging;-82061844480;-3997655040;-18622832640;0,5;0,05;4
60007618;0;0;50000000;10000;3;1929;1000075;30001651;20000244;10000020;Nafomeh VII - Moon 7 - Nurtura Warehouse;-2,19991E+11;-10778419200;1,0163E+12;0,5;0,05;4
60007621;0;0;50000000;10000;2;1928;1000075;30003462;20000505;10000042;Eldjaerin IV - Nurtura Food Packaging;-1,50638E+11;23656980480;15230115840;0,5;0,05;4
60007624;0;0;50000000;10000;1;1930;1000075;30003466;20000505;10000042;Eurgrana I - Nurtura Plantation;-60624691200;4294533120;12266004480;0,5;0,05;4
60007627;0;0;50000000;10000;1;1930;1000075;30003465;20000505;10000042;Tabbetzur VII - Moon 1 - Nurtura Plantation;-3,64954E+11;15821414400;-5,17992E+11;0,5;0,05;4
60007630;0;0;50000000;10000;3;1929;1000075;30003464;20000505;10000042;Aldik IV - Moon 1 - Nurtura Warehouse;3,07853E+11;42383400960;-2,72927E+11;0,5;0,05;4
60007633;0;0;50000000;10000;1;1930;1000075;30001699;20000251;10000020;Siyi IV - Moon 9 - Nurtura Plantation;1,97621E+12;-2,49126E+11;1,16295E+12;0,5;0,05;4
60007636;0;0;50000000;10000;2;1928;1000075;30001695;20000251;10000020;Nehkiah II - Moon 2 - Nurtura Food Packaging;-1,24425E+11;-3819970560;-47417794560;0,5;0,05;4
60007639;0;0;50000000;10000;3;1929;1000075;30001697;20000251;10000020;Ahkour VII - Moon 8 - Nurtura Warehouse;1,4073E+11;4191559680;-1,10563E+12;0,5;0,05;4
60007642;0;0;50000000;10000;1;1930;1000075;30001699;20000251;10000020;Siyi I - Nurtura Plantation;-72906792960;9189580800;-59250892800;0,5;0,05;4
60007645;0;0;50000000;10000;1;1930;1000075;30000071;20000010;10000001;Jangar VIII - Moon 2 - Nurtura Plantation;1,55351E+12;-2,47658E+11;-1,67234E+12;0,5;0,05;4
60007648;0;0;50000000;10000;2;1928;1000075;30000074;20000010;10000001;Hasateem VII - Moon 3 - Nurtura Food Packaging;-3,3595E+12;41787924480;-4,34269E+11;0,5;0,05;4
60007651;0;0;50000000;10000;1;1930;1000075;30000071;20000010;10000001;Jangar VII - Moon 1 - Nurtura Plantation;-1,10838E+12;1,76695E+11;-1,13962E+11;0,5;0,05;4
60007654;0;0;50000000;10000;1;1930;1000075;30000071;20000010;10000001;Jangar IV - Nurtura Plantation;3,56397E+11;-56812462080;85631754240;0,5;0,05;4
60007657;0;0;50000000;10000;3;1929;1000075;30005334;20000780;10000068;Tierijev V - Moon 8 - Nurtura Warehouse;1,17106E+12;-2,26478E+11;-2,34667E+11;0,5;0,05;4
60007660;0;0;50000000;10000;1;1930;1000075;30005333;20000780;10000068;Stou IV - Moon 1 - Nurtura Plantation;-1,02298E+11;-5310873600;5,12422E+11;0,5;0,05;4
60007663;0;0;50000000;10000;2;1928;1000075;30005333;20000780;10000068;Stou VII - Moon 1 - Nurtura Food Packaging;1,70675E+12;88612085760;-7,05364E+11;0,5;0,05;4
60007666;0;0;50000000;10000;2;1928;1000075;30005330;20000780;10000068;Arraron VII - Moon 7 - Nurtura Food Packaging;-1,07806E+12;1,0923E+11;-4,36701E+11;0,5;0,05;4
60007669;0;0;50000000;10000;3;1929;1000075;30001367;20000199;10000016;Hageken XI - Moon 2 - Nurtura Warehouse;-3,79558E+12;-1,98243E+11;3,30806E+12;0,5;0,05;4
60007672;0;0;50000000;10000;2;1928;1000075;30001366;20000199;10000016;Uosusuokko VII - Moon 8 - Nurtura Food Packaging;1,94712E+12;-1,15219E+11;-95003566080;0,5;0,05;4
60007675;0;0;50000000;10000;2;1928;1000075;30001365;20000199;10000016;Isikemi VI - Moon 3 - Nurtura Food Packaging;-1,21014E+12;-1,22636E+11;7,5139E+11;0,5;0,05;4
60007678;0;0;50000000;10000;2;1928;1000075;30001367;20000199;10000016;Hageken X - Moon 15 - Nurtura Food Packaging;-1,33158E+12;-69548236800;-2,27062E+12;0,5;0,05;4
60007681;0;0;50000000;10000;2;1928;1000075;30002540;20000372;10000030;Lantorn VI - Moon 10 - Nurtura Food Packaging;-9,60671E+11;-1,73644E+11;2,15887E+11;0,5;0,05;4
60007684;0;0;50000000;10000;2;1928;1000075;30002537;20000372;10000030;Amamake VI - Moon 2 - Nurtura Food Packaging;-4,42593E+11;-58796974080;1,01861E+12;0,5;0,05;4
60007687;0;0;50000000;10000;3;1929;1000075;30002537;20000372;10000030;Amamake VI - Moon 11 - Nurtura Warehouse;-4,42899E+11;-58838016000;1,01788E+12;0,5;0,05;4
60007690;0;0;50000000;10000;3;1929;1000075;30002537;20000372;10000030;Amamake VI - Moon 6 - Nurtura Warehouse;-4,42496E+11;-58784194560;1,01924E+12;0,5;0,05;4
60007693;0;0;50000000;10000;1;1930;1000076;30002231;20000327;10000043;Ardishapur Prime II - Further Foodstuffs Plantation;46189240320;2842828800;-30441676800;0,5;0,05;4
60007696;0;0;50000000;10000;1;1930;1000076;30002235;20000327;10000043;Shumam VII - Further Foodstuffs Plantation;-1,25019E+12;1,1481E+11;-3,51115E+11;0,5;0,05;4
60007699;0;0;50000000;10000;2;1928;1000076;30002230;20000327;10000043;Vashkah IV - Moon 2 - Further Foodstuffs Food Packaging;6,72552E+11;78887608320;-78662737920;0,5;0,05;4
60007702;1;0;50000000;10000;37;1931;1000077;30001672;20000247;10000020;Emrayur III - Moon 1 - Royal Amarr Institute School;-99593379840;16226181120;-1,19367E+11;0,5;0,05;4
60007705;0;0;50000000;10000;37;1931;1000077;30004254;20000623;10000054;Fihrneh VI - Moon 1 - Royal Amarr Institute School;-1,02716E+12;-61170032640;-2,19697E+12;0,5;0,05;4
60007708;0;0;50000000;10000;37;1931;1000077;30004306;20000629;10000054;Karan VIII - Royal Amarr Institute School;9,50423E+11;21711298560;-2,83045E+11;0,5;0,05;4
60007711;0;0;50000000;10000;37;1931;1000077;30003092;20000452;10000038;Komaa V - Royal Amarr Institute School;-2,56889E+11;29240401920;3,58601E+11;0,5;0,05;4
60007714;0;0;50000000;10000;37;1931;1000077;30005236;20000766;10000067;Noranim IV - Moon 16 - Royal Amarr Institute School;4,60536E+11;-20429414400;6,98163E+11;0,5;0,05;4
60007717;0;0;50000000;10000;37;1931;1000077;30004240;20000620;10000054;Hier V - Royal Amarr Institute School;9,31836E+11;-25390817280;-2,42771E+11;0,5;0,05;4
60007720;0;0;50000000;10000;37;1931;1000077;30005244;20000767;10000067;Gergish X - Moon 3 - Royal Amarr Institute School;1,20493E+12;93619937280;-3,01754E+12;0,5;0,05;4
60007723;0;0;50000000;10000;37;1931;1000077;30005050;20000739;10000065;Kulu X - Moon 16 - Royal Amarr Institute School;1,93799E+12;1,21083E+11;1,31624E+12;0,5;0,05;4
60007726;0;0;50000000;10000;37;1931;1000077;30004142;20000606;10000052;Hikansog VII - Moon 9 - Royal Amarr Institute School;1,53521E+12;-1,65708E+11;4,38337E+11;0,5;0,05;4
60007729;0;0;50000000;10000;37;1931;1000077;30004078;20000596;10000052;Dresi II - Royal Amarr Institute School;-5,36022E+12;7,9362E+11;-3,64112E+12;0,5;0,05;4
60007732;0;0;50000000;10000;43;1931;1000078;30002198;20000323;10000043;Mikhir V - Moon 23 - Imperial Chancellor Archives;8,08447E+11;1,55518E+11;12244869120;0,5;0,05;4
60007735;0;0;50000000;10000;31;1926;1000078;30002202;20000323;10000043;Narai VIII - Moon 8 - Imperial Chancellor Bureau Offices;-6,44841E+11;-96125460480;2,95538E+11;0,5;0,05;4
60007738;0;0;50000000;10000;31;1926;1000078;30002197;20000323;10000043;Akhragan VII - Imperial Chancellor Bureau Offices;-1,78131E+11;-28583731200;8,32027E+11;0,5;0,05;4
60007741;0;0;50000000;10000;31;1926;1000078;30002278;20000334;10000043;Artoun VII - Imperial Chancellor Bureau Offices;35935150080;-1568563200;-3,4357E+11;0,5;0,05;4
60007744;0;0;50000000;10000;31;1926;1000078;30002281;20000334;10000043;Eba VII - Moon 16 - Imperial Chancellor Bureau Offices;-7,22183E+11;-1,41946E+11;2,63907E+11;0,5;0,05;4
60007747;0;0;50000000;10000;31;1926;1000078;30002276;20000334;10000043;Isamm IX - Moon 15 - Imperial Chancellor Bureau Offices;4,15918E+11;-56097300480;2,00969E+12;0,5;0,05;4
60007750;0;0;50000000;10000;44;1926;1000078;30002263;20000332;10000043;Jarshitsan VII - Moon 19 - Imperial Chancellor Information Center;-5,52133E+11;-87779696640;4,19451E+11;0,5;0,05;4
60007753;0;0;50000000;10000;43;1931;1000078;30002266;20000332;10000043;Ahmak VII - Imperial Chancellor Archives;-5,80771E+11;20846960640;-2,81087E+11;0,5;0,05;4
60007756;0;0;50000000;10000;44;1926;1000078;30002265;20000332;10000043;Azizora VI - Moon 1 - Imperial Chancellor Information Center;-1,13944E+12;-1,14716E+11;4,52678E+12;0,5;0,05;4
60007759;0;0;50000000;10000;31;1926;1000078;30002232;20000327;10000043;Gid V - Moon 4 - Imperial Chancellor Bureau Offices;3,2718E+11;-26469212160;1,09827E+11;0,5;0,05;4
60007762;0;0;50000000;10000;44;1926;1000078;30002226;20000327;10000043;Thebeka VI - Moon 19 - Imperial Chancellor Information Center;-5,73155E+11;-1,1585E+11;-4,99879E+11;0,5;0,05;4
60007765;0;0;50000000;10000;31;1926;1000078;30002226;20000327;10000043;Thebeka VI - Moon 20 - Imperial Chancellor Bureau Offices;-5,77431E+11;-1,16714E+11;-5,01452E+11;0,5;0,05;4
60007768;0;0;50000000;10000;31;1926;1000079;30002201;20000323;10000043;Shuria X - Moon 10 - Amarr Civil Service Bureau Offices;2,11228E+12;-1,96866E+11;-1,79574E+11;0,5;0,05;4
60007771;0;0;50000000;10000;31;1926;1000079;30002197;20000323;10000043;Akhragan V - Moon 1 - Amarr Civil Service Bureau Offices;-75632517120;-12136980480;-3,67347E+11;0,5;0,05;4
60007774;0;0;50000000;10000;31;1926;1000079;30002203;20000323;10000043;Ziona VI - Moon 8 - Amarr Civil Service Bureau Offices;2,45809E+11;15891947520;2,69284E+11;0,5;0,05;4
60007777;0;0;50000000;10000;31;1926;1000079;30002198;20000323;10000043;Mikhir V - Moon 8 - Amarr Civil Service Bureau Offices;8,08521E+11;1,55532E+11;17555527680;0,5;0,05;4
60007780;0;0;50000000;10000;44;1926;1000079;30005045;20000738;10000065;Nahyeen IX - Moon 1 - Amarr Civil Service Information Center;5,39413E+11;-65324359680;1,25404E+12;0,5;0,05;4
60007783;0;0;50000000;10000;43;1931;1000079;30005046;20000738;10000065;Jinkah III - Moon 3 - Amarr Civil Service Archives;-1,77462E+11;14328422400;1,80529E+11;0,5;0,05;4
60007786;0;0;50000000;10000;31;1926;1000079;30005045;20000738;10000065;Nahyeen VII - Amarr Civil Service Bureau Offices;-6,51603E+11;78907269120;-1,70147E+11;0,5;0,05;4
60007789;0;0;50000000;10000;31;1926;1000079;30005048;20000738;10000065;Polfaly VIII - Moon 3 - Amarr Civil Service Bureau Offices;1,16473E+12;-1,20361E+11;4,15825E+12;0,5;0,05;4
60007792;0;0;50000000;10000;31;1926;1000079;30005262;20000770;10000067;Djimame VI - Moon 1 - Amarr Civil Service Bureau Offices;-3,74092E+11;-67949568000;-2,7935E+11;0,5;0,05;4
60007795;0;0;50000000;10000;31;1926;1000079;30005261;20000770;10000067;Antem V - Moon 1 - Amarr Civil Service Bureau Offices;-1,01477E+11;5151744000;2,2142E+11;0,5;0,05;4
60007798;0;0;50000000;10000;31;1926;1000079;30005262;20000770;10000067;Djimame VIII - Moon 2 - Amarr Civil Service Bureau Offices;-2,96246E+12;-5,38099E+11;3,48601E+11;0,5;0,05;4
60007801;0;0;50000000;10000;31;1926;1000079;30005261;20000770;10000067;Antem VI - Amarr Civil Service Bureau Offices;1,45184E+11;-7358914560;4,66718E+11;0,5;0,05;4
60007804;0;0;50000000;10000;31;1926;1000079;30004079;20000596;10000052;Aphend VIII - Moon 3 - Amarr Civil Service Bureau Offices;-2,74317E+12;84021534720;6,1095E+11;0,5;0,05;4
60007807;0;0;50000000;10000;31;1926;1000079;30004080;20000596;10000052;Romi VII - Moon 11 - Amarr Civil Service Bureau Offices;-9,59633E+11;-63531294720;-2,11892E+12;0,5;0,05;4
60007810;0;0;50000000;10000;43;1931;1000079;30004082;20000596;10000052;Aharalel V - Moon 3 - Amarr Civil Service Archives;-3,76899E+12;-5,67512E+11;8,36929E+12;0,5;0,05;4
60007813;0;0;50000000;10000;44;1926;1000079;30004081;20000596;10000052;Zororzih VIII - Moon 1 - Amarr Civil Service Information Center;2,01539E+12;-2,09041E+11;-1,17677E+12;0,5;0,05;4
60007816;0;0;50000000;10000;44;1926;1000079;30005043;20000737;10000065;Nakregde VIII - Moon 2 - Amarr Civil Service Information Center;-1,13431E+11;5831516160;-1,58533E+12;0,5;0,05;4
60007819;0;0;50000000;10000;31;1926;1000079;30005038;20000737;10000065;Kor-Azor Prime V - Moon 2 - Amarr Civil Service Bureau Offices;-1,52656E+12;-55278673920;1,09347E+12;0,5;0,05;4
60007822;0;0;50000000;10000;31;1926;1000079;30005043;20000737;10000065;Nakregde I - Amarr Civil Service Bureau Offices;59008327680;-3034275840;-34428641280;0,5;0,05;4
60007825;0;0;50000000;10000;43;1931;1000079;30005040;20000737;10000065;Nishah VII - Moon 1 - Amarr Civil Service Archives;3,55132E+12;5,47743E+11;-8,54123E+11;0,5;0,05;4
60007828;0;0;50000000;10000;44;1926;1000079;30003474;20000507;10000043;Sahda II - Amarr Civil Service Information Center;21835898880;4077281280;1,28726E+11;0,5;0,05;4
60007831;0;0;50000000;10000;31;1926;1000079;30003474;20000507;10000043;Sahda IV - Moon 14 - Amarr Civil Service Bureau Offices;-3,55151E+11;-66228510720;5,70896E+11;0,5;0,05;4
60007834;0;0;50000000;10000;43;1931;1000079;30003479;20000507;10000043;Akila VII - Moon 12 - Amarr Civil Service Archives;1,05999E+12;2,08649E+11;-86424084480;0,5;0,05;4
60007837;0;0;50000000;10000;43;1931;1000079;30003479;20000507;10000043;Akila IX - Moon 6 - Amarr Civil Service Archives;2,40448E+12;4,73298E+11;-2,04105E+11;0,5;0,05;4
60007840;0;0;50000000;10000;44;1926;1000079;30002993;20000438;10000036;Riavayed XI - Moon 7 - Amarr Civil Service Information Center;-2,12684E+11;-11823390720;-2,86665E+12;0,5;0,05;4
60007843;0;0;50000000;10000;44;1926;1000079;30002993;20000438;10000036;Riavayed XI - Moon 11 - Amarr Civil Service Information Center;-2,11036E+11;-11731230720;-2,86668E+12;0,5;0,05;4
60007846;0;0;50000000;10000;31;1926;1000079;30002993;20000438;10000036;Riavayed IX - Moon 2 - Amarr Civil Service Bureau Offices;-8,52717E+11;-47403640320;8,52847E+11;0,5;0,05;4
60007849;0;0;50000000;10000;31;1926;1000079;30002989;20000438;10000036;Laddiaha V - Moon 9 - Amarr Civil Service Bureau Offices;3,30988E+11;55625932800;20537794560;0,5;0,05;4
60007852;0;0;50000000;10000;44;1926;1000079;30003514;20000513;10000043;Yeeramoun VII - Moon 5 - Amarr Civil Service Information Center;3,07675E+11;-7458938880;1,59651E+12;0,5;0,05;4
60007855;0;0;50000000;10000;44;1926;1000079;30003517;20000513;10000043;Etav IX - Amarr Civil Service Information Center;2,25402E+11;23373127680;-1,71428E+12;0,5;0,05;4
60007858;0;0;50000000;10000;31;1926;1000079;30003514;20000513;10000043;Yeeramoun VII - Moon 2 - Amarr Civil Service Bureau Offices;3,07812E+11;-7462133760;1,59675E+12;0,5;0,05;4
60007861;0;0;50000000;10000;31;1926;1000079;30003517;20000513;10000043;Etav VIII - Moon 14 - Amarr Civil Service Bureau Offices;7,60722E+11;78921523200;-2,39161E+11;0,5;0,05;4
60007864;0;0;50000000;10000;31;1926;1000079;30003001;20000440;10000036;Mili VIII - Moon 12 - Amarr Civil Service Bureau Offices;-1,17785E+12;1,54374E+11;2,42411E+11;0,5;0,05;4
60007867;0;0;50000000;10000;31;1926;1000079;30003004;20000440;10000036;Ulerah I - Moon 10 - Amarr Civil Service Bureau Offices;3,99317E+11;-15513968640;44766535680;0,5;0,05;4
60007870;0;0;50000000;10000;31;1926;1000079;30003003;20000440;10000036;Halenan VIII - Moon 6 - Amarr Civil Service Bureau Offices;2,29819E+11;12130590720;-4,466E+11;0,5;0,05;4
60007873;0;0;50000000;10000;31;1926;1000079;30003003;20000440;10000036;Halenan V - Moon 1 - Amarr Civil Service Bureau Offices;-45182607360;-2384732160;-1,28891E+11;0,5;0,05;4
60007876;0;0;50000000;10000;44;1926;1000079;30005227;20000764;10000067;Iderion XI - Moon 13 - Amarr Civil Service Information Center;-8,60096E+11;5138718720;1,9506E+12;0,5;0,05;4
60007879;0;0;50000000;10000;31;1926;1000079;30005224;20000764;10000067;Assez X - Moon 1 - Amarr Civil Service Bureau Offices;-6,1771E+12;-3,55348E+11;4,0994E+12;0,5;0,05;4
60007882;0;0;50000000;10000;31;1926;1000079;30005225;20000764;10000067;Alal III - Amarr Civil Service Bureau Offices;-58207887360;-1669816320;-51391979520;0,5;0,05;4
60007885;0;0;50000000;10000;44;1926;1000079;30005222;20000764;10000067;Serren VIII - Moon 15 - Amarr Civil Service Information Center;1,95291E+11;-27505582080;1,69176E+12;0,5;0,05;4
60007888;0;0;50000000;10000;43;1931;1000080;30002197;20000323;10000043;Akhragan VIII - Ministry of War Archives;1,33781E+12;2,14659E+11;-4,18668E+11;0,5;0,05;4
60007891;0;0;50000000;10000;43;1931;1000080;30002203;20000323;10000043;Ziona VII - Moon 13 - Ministry of War Archives;-1,19591E+12;-77324820480;-5,46155E+11;0,5;0,05;4
60007894;0;0;50000000;10000;43;1931;1000080;30002200;20000323;10000043;Sukirah V - Moon 3 - Ministry of War Archives;-1,29644E+11;16281722880;-1,44448E+11;0,5;0,05;4
