REGIONID;CONSTELLATIONID;CONSTELLATIONNAME;X;Y;Z;XMIN;XMAX;YMIN;YMAX;ZMIN;ZMAX;FACTIONID;RADIUS
10000022;20000278;T-L301;-1,46073E+17;5,7603E+16;-3,56424E+17;-1,50852E+17;-1,41295E+17;4,90599E+16;6,6146E+16;3,44726E+17;3,68122E+17;500019;1,16978E+16
10000022;20000279;QO-17V;-1,42522E+17;4,19461E+16;-3,63876E+17;-1,50622E+17;-1,34421E+17;3,66343E+16;4,7258E+16;3,58107E+17;3,69644E+17;500019;8,10052E+15
10000022;20000280;VH1-NS;-1,76474E+17;4,76158E+16;-3,15568E+17;-1,85255E+17;-1,67693E+17;3,90141E+16;5,62176E+16;3,12597E+17;3,18539E+17;500019;8,78092E+15
10000022;20000281;Q4IG-S;-1,81261E+17;6,85367E+16;-3,1558E+17;-1,87498E+17;-1,75023E+17;5,91311E+16;7,79423E+16;3,03794E+17;3,27366E+17;500019;1,17861E+16
10000022;20000282;JG-ZLG;-1,64555E+17;3,4813E+16;-3,64404E+17;-1,68893E+17;-1,60217E+17;2,54491E+16;4,41768E+16;3,5876E+17;3,70048E+17;500019;9,36385E+15
10000022;20000283;V-H3V0;-2,01067E+17;3,93121E+16;-2,99622E+17;-2,15997E+17;-1,86137E+17;2,30261E+16;5,55981E+16;2,87619E+17;3,11624E+17;500019;1,6286E+16
10000022;20000284;W-ULNA;-1,84884E+17;8,05857E+16;-2,94826E+17;-1,94105E+17;-1,75662E+17;7,4243E+16;8,69284E+16;2,8142E+17;3,08232E+17;500019;1,34061E+16
10000022;20000285;SB3-IH;-1,82882E+17;3,10388E+16;-3,36571E+17;-1,88078E+17;-1,77686E+17;2,50734E+16;3,70043E+16;3,30613E+17;3,42529E+17;500019;5,96545E+15
10000022;20000286;Z01V-Z;-1,87707E+17;5,34406E+16;-3,42921E+17;-1,98614E+17;-1,76801E+17;3,44315E+16;7,24497E+16;3,30901E+17;3,54941E+17;500019;1,90091E+16
10000022;20000287;WF-OP4;-2,03273E+17;1,00981E+17;-2,7365E+17;-2,1563E+17;-1,90915E+17;9,2239E+16;1,09723E+17;2,68758E+17;2,78543E+17;500019;1,23573E+16
10000022;20000288;R-IZDC;-2,20896E+17;7,93713E+16;-2,77692E+17;-2,25561E+17;-2,16231E+17;7,17322E+16;8,70103E+16;2,64375E+17;2,9101E+17;500019;1,33179E+16
10000023;20000289;MDM8-J;-2,0245E+17;1,012E+17;2,38554E+17;-2,18711E+17;-1,86188E+17;9,54143E+16;1,06985E+17;-2,46299E+17;-2,30809E+17;;1,62616E+16
10000023;20000290;U8-CWA;-2,31343E+17;1,21431E+17;2,35818E+17;-2,47646E+17;-2,1504E+17;1,09429E+17;1,33433E+17;-2,43573E+17;-2,28063E+17;;1,6303E+16
10000023;20000291;38G6-L;-2,42628E+17;9,06699E+16;2,35403E+17;-2,53316E+17;-2,31939E+17;7,9771E+16;1,01569E+17;-2,45912E+17;-2,24893E+17;500016;1,08989E+16
10000023;20000292;YS-GOP;-2,48711E+17;8,6285E+16;2,04958E+17;-2,63434E+17;-2,33989E+17;7,54474E+16;9,71225E+16;-2,15137E+17;-1,94778E+17;;1,47227E+16
10000023;20000293;WMP-OF;-2,65046E+17;1,05797E+17;2,35846E+17;-2,78304E+17;-2,51789E+17;9,80407E+16;1,13553E+17;-2,40977E+17;-2,30715E+17;;1,32575E+16
10000023;20000294;LY-FY6;-2,57022E+17;1,08212E+17;2,14912E+17;-2,64757E+17;-2,49287E+17;1,0377E+17;1,12653E+17;-2,21934E+17;-2,07891E+17;;7,73485E+15
10000023;20000295;U-7RBK;-2,19149E+17;9,32065E+16;2,19937E+17;-2,26412E+17;-2,11885E+17;8,03202E+16;1,06093E+17;-2,29136E+17;-2,10737E+17;500018;1,28864E+16
10000023;20000296;G8-D09;-2,36502E+17;9,29159E+16;2,29776E+17;-2,42385E+17;-2,30619E+17;8,76851E+16;9,81467E+16;-2,37206E+17;-2,22346E+17;;7,43008E+15
10000023;20000297;304Z-R;-2,77127E+17;6,57348E+16;2,18485E+17;-2,86544E+17;-2,67709E+17;4,6266E+16;8,52037E+16;-2,30724E+17;-2,06246E+17;;1,94688E+16
10000023;20000298;K-QUVW;-2,69736E+17;8,65582E+16;2,114E+17;-2,79659E+17;-2,59814E+17;7,96002E+16;9,35161E+16;-2,15823E+17;-2,06977E+17;;9,92252E+15
10000023;20000299;LN-L8L;-3,01104E+17;6,14583E+16;2,23753E+17;-3,08516E+17;-2,93692E+17;5,25266E+16;7,039E+16;-2,27541E+17;-2,19966E+17;;8,93173E+15
10000023;20000300;S4GH-I;-2,87881E+17;5,88609E+16;2,01897E+17;-2,94963E+17;-2,80799E+17;5,13543E+16;6,63674E+16;-2,06859E+17;-1,96935E+17;;7,50658E+15
10000023;20000301;0A-73B;-3,19394E+17;3,65273E+16;2,2416E+17;-3,30176E+17;-3,08612E+17;2,58026E+16;4,7252E+16;-2,30483E+17;-2,17837E+17;;1,07817E+16
10000042;20000302;Barvigrard;-1,24265E+17;2,8949E+16;5,73903E+16;-1,33252E+17;-1,15278E+17;1,46033E+16;4,32947E+16;-6,52384E+16;-4,95422E+16;500002;1,43457E+16
10000042;20000303;Tiat;-1,32921E+17;2,99672E+16;4,36914E+16;-1,36571E+17;-1,2927E+17;2,38075E+16;3,61269E+16;-5,21334E+16;-3,52494E+16;500002;8,44201E+15
10000042;20000304;Aldodan;-1,07477E+17;-6,95309E+15;4,03668E+16;-1,18635E+17;-9,63203E+16;-1,408E+16;1,73783E+14;-5,1984E+16;-2,87496E+16;500002;1,16172E+16
10000042;20000305;Ani;-1,31138E+17;5,03169E+16;5,38338E+16;-1,38043E+17;-1,24234E+17;4,12874E+16;5,93465E+16;-5,81786E+16;-4,94889E+16;500002;9,02953E+15
10000042;20000306;Fribrodi;-1,37998E+17;2,44607E+15;4,41197E+16;-1,45792E+17;-1,30204E+17;-7,66157E+15;1,25537E+16;-4,80911E+16;-4,01483E+16;500002;1,01076E+16
10000042;20000307;Eugidi;-1,36906E+17;3,34435E+16;2,7559E+16;-1,44326E+17;-1,29486E+17;2,85174E+16;3,83695E+16;-3,44295E+16;-2,06885E+16;500002;7,42044E+15
10000042;20000308;Essin;-1,32484E+17;1,78076E+16;2,11289E+16;-1,34672E+17;-1,30296E+17;1,2011E+16;2,36042E+16;-2,76597E+16;-1,45981E+16;500002;6,53079E+15
10000042;20000309;Angils;-1,3258E+17;7,00947E+15;2,9086E+16;-1,3934E+17;-1,25819E+17;-4,16693E+14;1,44356E+16;-3,68353E+16;-2,13368E+16;500002;7,74927E+15
10000025;20000310;Q-IPAA;7,41518E+15;-2,12968E+16;-2,1832E+17;-3,17897E+15;1,80093E+16;-3,69361E+16;-5,65742E+15;2,13261E+17;2,23379E+17;;1,56394E+16
10000025;20000311;K-ZKBM;4,64091E+15;-6,77725E+14;-2,26595E+17;-3,82433E+15;1,31061E+16;-1,11074E+16;9,75196E+15;2,18202E+17;2,34988E+17;;1,04297E+16
10000025;20000312;MY-QQI;-2,28954E+16;1,59395E+15;-2,0472E+17;-3,51306E+16;-1,06602E+16;-1,45602E+16;1,77481E+16;1,95474E+17;2,13966E+17;;1,61541E+16
10000025;20000313;RTCU-5;-3,51485E+15;2,97262E+15;-2,01162E+17;-9,33339E+15;2,30368E+15;-8,28831E+15;1,42336E+16;1,95891E+17;2,06434E+17;;1,12609E+16
10000025;20000314;C73-U5;-2,25741E+16;-1,42771E+16;-1,90663E+17;-2,87712E+16;-1,63769E+16;-2,1412E+16;-7,14216E+15;1,73757E+17;2,0757E+17;;1,69064E+16
10000025;20000315;K-N3MD;2,47423E+16;-1,6177E+16;-2,20606E+17;1,89638E+16;3,05208E+16;-2,02472E+16;-1,21068E+16;2,12466E+17;2,28745E+17;;8,13945E+15
10000025;20000316;4MY-AB;1,0997E+16;1,74947E+16;-2,1784E+17;2,12021E+15;1,98737E+16;8,0505E+15;2,69389E+16;2,10384E+17;2,25297E+17;;9,44418E+15
10000025;20000317;Y46-EN;-8,54799E+15;-2,35303E+16;-1,65767E+17;-1,67945E+16;-3,01522E+14;-2,98244E+16;-1,72362E+16;1,55167E+17;1,76367E+17;;1,06002E+16
10000025;20000318;EL8Z-M;3,88674E+16;-1,64324E+16;-2,28389E+17;3,54977E+16;4,2237E+16;-1,91145E+16;-1,37503E+16;2,19409E+17;2,37369E+17;;8,9797E+15
10000025;20000319;YENX-U;4,13651E+16;-2,09875E+15;-2,37975E+17;2,52592E+16;5,74711E+16;-8,88265E+15;4,68515E+15;2,27043E+17;2,48906E+17;;1,6106E+16
10000025;20000320;WTE-CK;4,2883E+16;-1,58599E+16;-2,45446E+17;3,91756E+16;4,65904E+16;-2,96812E+16;-2,03854E+15;2,42524E+17;2,48369E+17;;1,38213E+16
10000025;20000321;IJE6-J;6,66812E+16;-5,88427E+15;-2,45801E+17;5,44901E+16;7,88724E+16;-1,78137E+16;6,04511E+15;2,32774E+17;2,58828E+17;;1,30268E+16
10000043;20000322;Throne Worlds;-2,15258E+17;3,62954E+16;-6,657E+16;-2,25768E+17;-2,04749E+17;2,94873E+16;4,31036E+16;5,13191E+16;8,18208E+16;500003;1,52509E+16
10000043;20000323;Mobit;-2,35184E+17;3,665E+16;-4,8958E+16;-2,4711E+17;-2,23259E+17;2,57449E+16;4,7555E+16;3,79809E+16;5,99352E+16;500003;1,19255E+16
10000043;20000324;Yestadan;-1,6581E+17;6,25466E+16;-1,1266E+17;-1,74556E+17;-1,57064E+17;5,84306E+16;6,66625E+16;1,04665E+17;1,20655E+17;500003;8,74628E+15
10000043;20000325;Mazake;-1,97487E+17;7,77032E+16;-1,01475E+17;-2,05944E+17;-1,8903E+17;6,8767E+16;8,66394E+16;9,36925E+16;1,09258E+17;500003;8,93623E+15
10000043;20000326;Kekah;-1,57798E+17;7,05349E+16;-9,93801E+16;-1,64523E+17;-1,51073E+17;6,47151E+16;7,63547E+16;9,62525E+16;1,02508E+17;500003;6,72522E+15
10000043;20000327;Sosarir;-1,75072E+17;6,31157E+16;-7,90423E+16;-1,86272E+17;-1,63873E+17;5,3317E+16;7,29144E+16;6,46615E+16;9,34231E+16;500003;1,43808E+16
10000043;20000328;Armi;-2,5405E+17;1,29994E+16;-6,62461E+16;-2,57148E+17;-2,50952E+17;4,65738E+15;2,13415E+16;6,02648E+16;7,22274E+16;500003;8,34204E+15
10000043;20000329;Mulata;-2,35945E+17;2,63049E+16;-7,03336E+16;-2,44748E+17;-2,27142E+17;1,02423E+16;4,23676E+16;6,06698E+16;7,99974E+16;500003;1,60627E+16
10000043;20000330;Nashar;-1,84105E+17;8,72158E+16;-1,04752E+17;-1,86527E+17;-1,81683E+17;7,62922E+16;9,81393E+16;9,86519E+16;1,10852E+17;500003;1,09235E+16
10000043;20000331;Kehina;-1,78313E+17;5,85111E+16;-1,00723E+17;-1,82721E+17;-1,73905E+17;4,71349E+16;6,98874E+16;8,94139E+16;1,12033E+17;500003;1,13762E+16
10000043;20000332;Avib;-1,86444E+17;6,13406E+16;-1,02217E+17;-1,91228E+17;-1,81659E+17;5,51483E+16;6,75328E+16;9,83962E+16;1,06037E+17;500003;6,19226E+15
10000043;20000333;Liela;-1,63165E+17;4,43247E+16;-1,13518E+17;-1,68297E+17;-1,58034E+17;3,93203E+16;4,93292E+16;9,86749E+16;1,2836E+17;500003;1,48428E+16
10000043;20000334;Norgoh;-1,93128E+17;4,98452E+16;-7,42683E+16;-1,9829E+17;-1,87967E+17;4,20037E+16;5,76866E+16;6,39091E+16;8,46275E+16;500003;1,03592E+16
10000027;20000335;4M6-GJ;1,38553E+17;6,76063E+16;3,40758E+16;1,28418E+17;1,48688E+17;5,2449E+16;8,27635E+16;-3,95684E+16;-2,85832E+16;;1,51572E+16
10000027;20000336;D-GU3R;1,54853E+17;4,68456E+16;7,99584E+16;1,43871E+17;1,65835E+17;4,08232E+16;5,28679E+16;-8,97585E+16;-7,01583E+16;;1,09818E+16
10000027;20000337;N-APJ8;1,26278E+17;4,82005E+16;1,97507E+16;1,17559E+17;1,34996E+17;4,40262E+16;5,23747E+16;-3,18643E+16;-7,63703E+15;;1,21136E+16
10000027;20000338;PGPJ-8;1,69161E+17;7,85636E+16;3,48363E+16;1,52919E+17;1,85403E+17;6,98373E+16;8,72898E+16;-4,12866E+16;-2,8386E+16;;1,62421E+16
10000027;20000339;8G-JN6;1,1579E+17;7,08543E+16;3,67114E+16;1,08578E+17;1,23002E+17;5,73944E+16;8,43143E+16;-4,40845E+16;-2,93383E+16;;1,34599E+16
10000027;20000340;M9-AN3;1,31773E+17;5,56358E+16;4,986E+16;1,23437E+17;1,40109E+17;4,81267E+16;6,31448E+16;-5,419E+16;-4,55299E+16;;8,33588E+15
10000027;20000341;6TT8-Z;1,29363E+17;8,36695E+16;2,43981E+16;1,22558E+17;1,36169E+17;6,93137E+16;9,80253E+16;-3,39929E+16;-1,48032E+16;;1,43558E+16
10000027;20000342;RDD-E6;1,82895E+17;6,48155E+16;2,66662E+16;1,73497E+17;1,92292E+17;5,78717E+16;7,17593E+16;-2,91208E+16;-2,42116E+16;;9,39726E+15
10000027;20000343;ICH-B6;1,61557E+17;4,41667E+16;4,94901E+16;1,55614E+17;1,67501E+17;3,91033E+16;4,92302E+16;-6,3715E+16;-3,52651E+16;;1,4225E+16
10000027;20000344;SLYP-5;1,88809E+17;4,90415E+16;3,16044E+16;1,83554E+17;1,94063E+17;4,03132E+16;5,77697E+16;-3,84759E+16;-2,47329E+16;;8,72824E+15
10000027;20000345;8AO-5V;9,72897E+16;5,6179E+16;5,1979E+16;8,96335E+16;1,04946E+17;4,53537E+16;6,70043E+16;-5,79419E+16;-4,6016E+16;;1,08253E+16
10000027;20000346;J-78ZG;9,49603E+16;8,03097E+16;1,31919E+16;8,11881E+16;1,08732E+17;6,6223E+16;9,43964E+16;-2,80932E+16;1,70944E+15;;1,49013E+16
10000027;20000347;H7Q-DG;1,63968E+17;2,90848E+16;1,98715E+16;1,60617E+17;1,67319E+17;1,95696E+16;3,86E+16;-3,06915E+16;-9,05148E+15;;1,082E+16
10000027;20000348;1VN-XC;6,79556E+16;5,62685E+16;-4,22201E+15;6,24944E+16;7,34167E+16;5,26648E+16;5,98723E+16;-3,26094E+15;1,1705E+16;;7,48295E+15
10000027;20000349;PG-RWX;1,62616E+17;5,98032E+16;3,58643E+16;1,55078E+17;1,70155E+17;5,26905E+16;6,69159E+16;-3,87394E+16;-3,29893E+16;;7,53852E+15
10000028;20000350;Fittakan;-5,71246E+16;1,97262E+16;6,61426E+15;-6,51028E+16;-4,91464E+16;1,43762E+16;2,50762E+16;-1,14038E+16;-1,82476E+15;500002;7,9782E+15
10000028;20000351;Tartatven;-4,83688E+16;1,79904E+16;-6,74345E+15;-5,26505E+16;-4,4087E+16;8,60463E+15;2,73761E+16;1,93781E+15;1,15491E+16;500002;9,38574E+15
10000028;20000352;Besateoden;-3,86744E+16;1,16542E+15;7,29744E+15;-4,41592E+16;-3,31896E+16;-1,23183E+16;1,46491E+16;-1,37656E+16;-8,29321E+14;500002;1,34837E+16
10000028;20000353;Almur;-4,83041E+16;4,91382E+15;-1,83157E+14;-5,2836E+16;-4,37722E+16;-1,28385E+15;1,11115E+16;-3,80525E+15;4,17157E+15;500002;6,19767E+15
10000028;20000354;Eoldulf;-1,43196E+16;-3,71816E+15;4,6058E+15;-2,21064E+16;-6,53278E+15;-8,13659E+15;7,00267E+14;-1,24559E+16;3,24429E+15;500002;7,85009E+15
10000028;20000355;Elfrard;-1,78703E+16;-1,10256E+16;-1,80496E+16;-2,35599E+16;-1,21808E+16;-1,90854E+16;-2,96574E+15;9,62339E+15;2,64759E+16;500002;8,42625E+15
10000029;20000356;N-K4Q0;-3,02167E+16;7,81453E+16;1,37262E+17;-4,04882E+16;-1,99451E+16;6,93779E+16;8,69126E+16;-1,40515E+17;-1,34009E+17;500017;1,02715E+16
10000029;20000357;UBPU-9;-4,22147E+16;5,38877E+16;1,19763E+17;-5,40187E+16;-3,04107E+16;3,25123E+16;7,52632E+16;-1,3175E+17;-1,07776E+17;;2,13754E+16
10000029;20000358;IPS-QB;-2,36432E+16;8,62962E+16;1,22818E+17;-2,82689E+16;-1,90176E+16;7,90286E+16;9,35639E+16;-1,28251E+17;-1,17385E+17;;7,26766E+15
10000029;20000359;8K-CHA;-5,16976E+15;8,41233E+16;1,28732E+17;-1,21164E+16;1,77688E+15;7,70386E+16;9,1208E+16;-1,34751E+17;-1,22714E+17;;7,08471E+15
10000029;20000360;ZYL-FT;-4,51375E+16;8,11879E+16;1,30606E+17;-4,67035E+16;-4,35715E+16;7,49476E+16;8,74283E+16;-1,38772E+17;-1,22439E+17;;8,16661E+15
10000029;20000361;NK-AOZ;3,59557E+15;7,93867E+16;1,16827E+17;-2,65906E+15;9,8502E+15;7,49164E+16;8,3857E+16;-1,26465E+17;-1,07189E+17;;9,63801E+15
10000029;20000362;V1G-63;1,34696E+16;8,44819E+16;1,20954E+17;6,34014E+15;2,05991E+16;7,80162E+16;9,09476E+16;-1,258E+17;-1,16108E+17;;7,12949E+15
10000029;20000363;F-ZNNG;-3,38612E+16;2,3542E+16;9,55426E+16;-4,31836E+16;-2,45389E+16;8,7883E+15;3,82957E+16;-1,05862E+17;-8,52237E+16;;1,47537E+16
10000029;20000364;KR-XF4;6,76694E+15;9,60144E+16;9,38311E+16;-9,25996E+15;2,27938E+16;7,79835E+16;1,14045E+17;-1,08289E+17;-7,93734E+16;;1,80309E+16
10000029;20000365;RJ-1R7;-3,92821E+16;5,60125E+16;1,07073E+17;-4,57273E+16;-3,28368E+16;5,08827E+16;6,11422E+16;-1,12486E+17;-1,0166E+17;;6,44528E+15
10000029;20000366;74IL-O;-7,85489E+15;7,57084E+16;9,83638E+16;-1,2255E+16;-3,45479E+15;6,98415E+16;8,15754E+16;-1,05134E+17;-9,15935E+16;;6,77039E+15
10000030;20000367;Ortner;-1,02443E+17;4,19675E+16;-3,27933E+15;-1,19198E+17;-8,56876E+16;3,5891E+16;4,80441E+16;-7,47763E+15;1,40363E+16;500002;1,67554E+16
10000030;20000368;Huvilma;-1,20644E+17;5,91311E+16;1,342E+15;-1,25234E+17;-1,16055E+17;5,09215E+16;6,73406E+16;-7,84955E+15;5,16556E+15;500002;8,20957E+15
10000030;20000369;Osta;-8,08377E+16;2,25704E+16;4,9926E+15;-8,82834E+16;-7,3392E+16;1,01522E+16;3,49886E+16;-1,30568E+16;3,07164E+15;500002;1,24182E+16
10000030;20000370;Odengsolf;-9,87238E+16;4,5209E+16;2,02902E+16;-1,05003E+17;-9,24445E+16;3,9806E+16;5,06121E+16;-3,13604E+16;-9,22011E+15;500002;1,10701E+16
10000030;20000371;Wiedadur;-7,25397E+16;1,64795E+16;2,19848E+16;-7,78208E+16;-6,72586E+16;7,34804E+15;2,5611E+16;-2,98028E+16;-1,41669E+16;500002;9,13146E+15
10000030;20000372;Hed;-1,28269E+17;3,82127E+16;7,55611E+15;-1,32246E+17;-1,24292E+17;3,22311E+16;4,41944E+16;-9,68966E+15;-5,42256E+15;500002;5,98165E+15
10000030;20000373;Sveipar;-9,18212E+16;2,92645E+16;5,15768E+16;-9,82937E+16;-8,53487E+16;1,03069E+16;4,82221E+16;-6,41101E+16;-3,90434E+16;500002;1,89576E+16
10000030;20000374;Akimamur;-6,30283E+16;1,08621E+16;3,13467E+16;-7,03643E+16;-5,56923E+16;4,40179E+15;1,73225E+16;-3,80798E+16;-2,46136E+16;500002;7,33601E+15
10000030;20000375;Evannater;-8,11743E+16;6,30777E+15;3,4457E+16;-8,89942E+16;-7,33545E+16;-2,0393E+15;1,46548E+16;-4,23568E+16;-2,65573E+16;500002;8,34706E+15
10000030;20000376;Urtfer;-5,75892E+16;3,03222E+16;4,42491E+16;-6,36567E+16;-5,15218E+16;2,09565E+16;3,96879E+16;-4,89308E+16;-3,95674E+16;500002;9,36569E+15
10000030;20000377;Erada;-9,35446E+16;4,39353E+16;4,44893E+16;-9,81035E+16;-8,89858E+16;3,58211E+16;5,20494E+16;-5,0058E+16;-3,89206E+16;500002;8,11415E+15
10000030;20000378;Benurad;-6,29855E+16;5,11771E+15;4,19068E+16;-7,35188E+16;-5,24522E+16;-7,41161E+15;1,7647E+16;-5,14625E+16;-3,2351E+16;500002;1,25293E+16
10000031;20000379;5J-SSP;-4,43315E+16;2,54491E+15;-3,05301E+17;-5,04974E+16;-3,81655E+16;-9,05065E+15;1,41405E+16;2,88488E+17;3,22114E+17;;1,68129E+16
10000031;20000380;ZYR-NF;-4,13982E+16;5,86601E+15;-3,42344E+17;-5,2042E+16;-3,07544E+16;-1,93451E+16;3,10771E+16;3,29566E+17;3,55122E+17;;2,52111E+16
10000031;20000381;1A-WYQ;-4,26333E+16;1,57033E+15;-3,61118E+17;-4,75254E+16;-3,77413E+16;-2,87313E+15;6,01379E+15;3,52666E+17;3,6957E+17;;8,45207E+15
10000031;20000382;05M-I1;-4,62722E+16;2,38008E+16;-3,60833E+17;-5,11704E+16;-4,13739E+16;7,34195E+15;4,02597E+16;3,52496E+17;3,6917E+17;;1,64589E+16
10000031;20000383;EK-NQ2;-4,62048E+16;-3,0528E+16;-3,62894E+17;-5,29939E+16;-3,94158E+16;-5,10678E+16;-9,98828E+15;3,52134E+17;3,73655E+17;;2,05398E+16
10000031;20000384;O6W-QE;-3,48084E+16;-8,55383E+15;-3,64596E+17;-4,24201E+16;-2,71967E+16;-1,47988E+16;-2,30888E+15;3,58849E+17;3,70344E+17;;7,61168E+15
10000031;20000385;QZJ-FL;-3,09402E+16;2,6848E+16;-3,42592E+17;-4,22811E+16;-1,95993E+16;1,91973E+16;3,44986E+16;3,38427E+17;3,46756E+17;;1,13409E+16
10000032;20000386;Disier;-1,86618E+17;6,53464E+16;3,30162E+16;-1,97199E+17;-1,76038E+17;5,40897E+16;7,66031E+16;-4,26258E+16;-2,34066E+16;500004;1,12567E+16
10000032;20000387;Gallente Border Zone;-1,58513E+17;4,99372E+16;8,52576E+16;-1,6408E+17;-1,52947E+17;4,19188E+16;5,79556E+16;-9,55492E+16;-7,4966E+16;500004;1,02916E+16
10000032;20000388;Spaen;-1,75125E+17;4,03713E+16;-5,69612E+15;-1,78958E+17;-1,71292E+17;3,12822E+16;4,94604E+16;-3,03425E+15;1,44265E+16;500004;9,0891E+15
10000032;20000389;Coriault;-1,83795E+17;5,25386E+16;2,46952E+16;-1,92736E+17;-1,74853E+17;4,93193E+16;5,57579E+16;-2,95186E+16;-1,98719E+16;500004;8,9415E+15
10000032;20000390;Firille;-1,6544E+17;2,21785E+16;1,8632E+16;-1,70491E+17;-1,60388E+17;1,38255E+16;3,05316E+16;-2,32675E+16;-1,39966E+16;500004;8,35303E+15
10000032;20000391;Jonenor;-2,0505E+17;4,79148E+16;1,4728E+16;-2,12593E+17;-1,97506E+17;3,89228E+16;5,69067E+16;-2,34369E+16;-6,01913E+15;500004;8,99195E+15
10000032;20000392;Algintal;-1,56869E+17;4,60408E+16;4,35995E+16;-1,63162E+17;-1,50576E+17;3,53673E+16;5,67142E+16;-4,8164E+16;-3,90349E+16;500004;1,06735E+16
10000032;20000393;Lolbrerie;-1,64775E+17;4,16392E+16;6,18423E+16;-1,77846E+17;-1,51703E+17;3,16992E+16;5,15792E+16;-7,29168E+16;-5,07677E+16;500004;1,30712E+16
10000032;20000394;Stion;-1,58936E+17;3,21637E+16;1,00726E+16;-1,63926E+17;-1,53945E+17;2,72757E+16;3,70518E+16;-1,79721E+16;-2,1731E+15;500004;7,89949E+15
10000032;20000395;Wyllequet;-1,77121E+17;5,12495E+16;5,6141E+15;-1,8459E+17;-1,69653E+17;4,58432E+16;5,66558E+16;-1,33053E+16;2,07708E+15;500004;7,69118E+15
10000032;20000396;Agiesseson;-1,73488E+17;4,78802E+16;4,10427E+16;-1,80862E+17;-1,66115E+17;3,74874E+16;5,8273E+16;-5,00978E+16;-3,19876E+16;500004;1,03928E+16
10000032;20000397;Nexus;-1,61821E+17;3,80108E+16;2,90153E+16;-1,66183E+17;-1,57458E+17;2,91583E+16;4,68633E+16;-3,3803E+16;-2,42275E+16;500004;8,85248E+15
10000032;20000398;Aeman;-1,45206E+17;1,4838E+16;6,9792E+16;-1,49038E+17;-1,41374E+17;-2,18192E+14;2,98943E+16;-7,35403E+16;-6,60436E+16;500004;1,50562E+16
10000032;20000399;Nadire;-2,1862E+17;6,8561E+16;3,8057E+15;-2,27932E+17;-2,09307E+17;5,00955E+16;8,70266E+16;-1,28075E+16;5,19607E+15;500004;1,84655E+16
10000032;20000400;Ambrye;-1,70443E+17;4,21122E+16;2,03745E+16;-1,76132E+17;-1,64754E+17;3,73506E+16;4,68738E+16;-2,26138E+16;-1,81353E+16;500004;5,68884E+15
10000033;20000401;Imurukka;-1,28697E+17;9,8182E+16;1,48877E+17;-1,31636E+17;-1,25758E+17;9,08129E+16;1,05551E+17;-1,54582E+17;-1,43171E+17;500001;7,36906E+15
10000033;20000402;Nagaslaiken;-1,36921E+17;6,29697E+16;1,3478E+17;-1,47672E+17;-1,2617E+17;5,03699E+16;7,55694E+16;-1,42063E+17;-1,27497E+17;500001;1,25997E+16
10000033;20000403;Arekin;-1,36571E+17;8,45654E+16;1,37368E+17;-1,46457E+17;-1,26685E+17;7,91897E+16;8,9941E+16;-1,42888E+17;-1,31849E+17;500001;9,88609E+15
10000033;20000404;Ieyama;-1,6614E+17;4,73323E+16;1,39738E+17;-1,78002E+17;-1,54278E+17;4,26105E+16;5,20541E+16;-1,48659E+17;-1,30817E+17;500001;1,1862E+16
10000033;20000405;Caldari Border Zone;-1,85101E+17;5,35028E+16;6,0767E+16;-1,95799E+17;-1,74403E+17;4,74241E+16;5,95816E+16;-7,42416E+16;-4,72924E+16;500001;1,34746E+16
10000033;20000406;Kantanen;-1,66431E+17;8,03154E+16;9,24863E+16;-1,74269E+17;-1,58592E+17;7,10491E+16;8,95816E+16;-1,0279E+17;-8,21824E+16;500001;1,03039E+16
10000033;20000407;Outartoh;-1,2125E+17;8,12834E+16;1,25397E+17;-1,28183E+17;-1,14317E+17;6,50674E+16;9,74995E+16;-1,29364E+17;-1,2143E+17;500001;1,62161E+16
10000033;20000408;Uusasai;-1,40597E+17;9,68972E+16;9,91939E+16;-1,47345E+17;-1,3385E+17;8,56933E+16;1,08101E+17;-1,11623E+17;-8,67647E+16;500001;1,24292E+16
10000033;20000409;Suon;-1,35047E+17;8,20794E+16;8,24631E+16;-1,38143E+17;-1,31951E+17;6,60323E+16;9,81266E+16;-8,96088E+16;-7,53173E+16;500001;1,60472E+16
10000033;20000410;Otawasa;-1,74377E+17;7,25562E+16;1,02193E+17;-1,7999E+17;-1,68764E+17;6,38928E+16;8,12196E+16;-1,0843E+17;-9,59557E+16;500001;8,66341E+15
10000033;20000411;Tasen;-1,51873E+17;7,33641E+16;8,1593E+16;-1,59005E+17;-1,44741E+17;6,667E+16;8,00582E+16;-8,69541E+16;-7,6232E+16;500001;7,13191E+15
10000033;20000412;Isoma;-1,87991E+17;7,0025E+16;1,08192E+17;-1,93689E+17;-1,82294E+17;6,25976E+16;7,74524E+16;-1,14604E+17;-1,01779E+17;500001;7,4274E+15
10000033;20000413;Santenpaa;-1,42254E+17;1,09858E+17;1,27092E+17;-1,4853E+17;-1,35977E+17;9,87062E+16;1,21009E+17;-1,34323E+17;-1,19862E+17;500001;1,11514E+16
10000034;20000414;6-CBBM;1,43623E+17;2,9238E+16;1,13777E+17;1,38736E+17;1,48509E+17;1,47349E+16;4,37411E+16;-1,25746E+17;-1,01809E+17;;1,45031E+16
