TYPEID;ATTRIBUTEID;VALUEINT;VALUEFLOAT
15258;9;40;
15258;30;1;
15258;50;23;
15258;73;;20000
15258;182;;3394
15258;277;;3
15258;422;;1
15258;633;14;
15258;984;;0
15258;985;;0
15258;986;;0
15258;987;;-64
15258;1180;;0.01
15258;1208;;20
15258;1211;;6.6
15258;1212;1;
15258;1692;;5
15260;6;;34
15260;9;40;
15260;30;1;
15260;50;18;
15260;73;;20000
15260;182;;3394
15260;277;;3
15260;422;;1
15260;633;11;
15260;984;;0
15260;985;;0
15260;986;;-57.25
15260;987;;0
15260;1180;;0.01
15260;1208;;20
15260;1211;;6.6
15260;1212;1;
15260;1692;;5
15262;6;;38
15262;9;40;
15262;30;1;
15262;50;20;
15262;73;;20000
15262;182;;3394
15262;277;;3
15262;422;;1
15262;633;12;
15262;984;;0
15262;985;;0
15262;986;;-59.5
15262;987;;0
15262;1180;;0.01
15262;1208;;20
15262;1211;;6.6
15262;1212;1;
15262;1692;;5
15264;6;;42
15264;9;40;
15264;30;1;
15264;50;21;
15264;73;;20000
15264;182;;3394
15264;277;;3
15264;422;;1
15264;633;13;
15264;984;;0
15264;985;;0
15264;986;;-61.75
15264;987;;0
15264;1180;;0.01
15264;1208;;20
15264;1211;;6.6
15264;1212;1;
15264;1692;;5
15266;6;;46
15266;9;40;
15266;30;1;
15266;50;23;
15266;73;;20000
15266;182;;3394
15266;277;;3
15266;422;;1
15266;633;14;
15266;984;;0
15266;985;;0
15266;986;;-64
15266;987;;0
15266;1180;;0.01
15266;1208;;20
15266;1211;;6.6
15266;1212;1;
15266;1692;;5
15268;6;;34
15268;9;40;
15268;30;1;
15268;50;18;
15268;73;;20000
15268;182;;3394
15268;277;;3
15268;422;;1
15268;633;11;
15268;984;;0
15268;985;;-57.25
15268;986;;0
15268;987;;0
15268;1180;;0.01
15268;1208;;20
15268;1211;;6.6
15268;1212;1;
15268;1692;;5
15270;6;;38
15270;9;40;
15270;30;1;
15270;50;20;
15270;73;;20000
15270;182;;3394
15270;277;;3
15270;422;;1
15270;633;12;
15270;984;;0
15270;985;;-59.5
15270;986;;0
15270;987;;0
15270;1180;;0.01
15270;1208;;20
15270;1211;;6.6
15270;1212;1;
15270;1692;;5
15272;6;;42
15272;9;40;
15272;30;1;
15272;50;21;
15272;73;;20000
15272;182;;3394
15272;277;;3
15272;422;;1
15272;633;13;
15272;984;;0
15272;985;;-61.75
15272;986;;0
15272;987;;0
15272;1180;;0.01
15272;1208;;20
15272;1211;;6.6
15272;1212;1;
15272;1692;;5
15274;6;;46
15274;9;40;
15274;30;1;
15274;50;23;
15274;73;;20000
15274;182;;3394
15274;277;;3
15274;422;;1
15274;633;14;
15274;984;;0
15274;985;;-64
15274;986;;0
15274;987;;0
15274;1180;;0.01
15274;1208;;20
15274;1211;;6.6
15274;1212;1;
15274;1692;;5
15276;6;;5
15276;9;40;
15276;30;1;
15276;50;15;
15276;73;;10000
15276;128;1;
15276;182;3428;
15276;277;1;
15276;309;;34.1
15276;422;1;
15276;566;;34.1
15276;604;910;
15276;633;11;
15276;1692;;5
15278;6;;5
15278;9;40;
15278;30;1;
15278;50;18;
15278;73;;10000
15278;128;1;
15278;182;3428;
15278;277;1;
15278;309;;36.1
15278;422;1;
15278;566;;36.1
15278;604;910;
15278;633;12;
15278;1692;;5
15280;6;;4
15280;9;40;
15280;30;1;
15280;50;20;
15280;73;;10000
15280;128;1;
15280;182;3428;
15280;277;1;
15280;309;;37.4
15280;422;1;
15280;566;;37.4
15280;604;910;
15280;633;13;
15280;1692;;5
15282;6;;4
15282;9;40;
15282;30;1;
15282;50;23;
15282;73;;10000
15282;128;1;
15282;182;3428;
15282;277;1;
15282;309;;39
15282;422;1;
15282;566;;39
15282;604;910;
15282;633;14;
15282;1692;;5
15284;6;;7
15284;9;40;
15284;30;1;
15284;50;39;
15284;73;;10000
15284;128;1;
15284;182;3317;
15284;277;1;
15284;349;;17.4
15284;351;;8.7
15284;422;1;
15284;604;907;
15284;633;11;
15284;767;;18.4
15284;1692;;5
15286;6;;7
15286;9;40;
15286;30;1;
15286;50;42;
15286;73;;10000
15286;128;1;
15286;182;3317;
15286;277;1;
15286;349;;18.2
15286;351;;9.1
15286;422;1;
15286;604;907;
15286;633;12;
15286;767;;19.3
15286;1692;;5
15288;6;;7
15288;9;40;
15288;30;1;
15288;50;46;
15288;73;;10000
15288;128;1;
15288;182;3317;
15288;277;1;
15288;349;;19
15288;351;;9.5
15288;422;1;
15288;604;907;
15288;633;13;
15288;767;;20.1
15288;1692;;5
15290;6;;7
15290;9;40;
15290;30;1;
15290;50;53;
15290;73;;10000
15290;128;1;
15290;182;3317;
15290;277;1;
15290;349;;19.8
15290;351;;9.9
15290;422;1;
15290;604;907;
15290;633;14;
15290;767;;21
15290;1692;;5
15292;9;40;
15292;30;0;
15292;50;;18
15292;134;;0.915
15292;144;;0.892125
15292;145;;1.07875
15292;146;;1.05
15292;147;;1.0525
15292;182;3424;
15292;277;2;
15292;422;1;
15292;633;11;
15292;1692;;5
15294;9;40;
15294;30;0;
15294;50;;20
15294;134;;0.915
15294;144;;0.86925
15294;145;;1.0825
15294;146;;1.05
15294;147;;1.055
15294;182;3424;
15294;277;2;
15294;422;1;
15294;633;12;
15294;1692;;5
15296;9;40;
15296;30;0;
15296;50;;22
15296;134;;0.915
15296;144;;0.846375
15296;145;;1.08625
15296;146;;1.05
15296;147;;1.0575
15296;182;3424;
15296;277;2;
15296;422;1;
15296;633;13;
15296;1692;;5
15298;9;40;
15298;30;0;
15298;50;;24
15298;134;;0.915
15298;144;;0.8235
15298;145;;1.09
15298;146;;1.05
15298;147;;1.06
15298;182;3424;
15298;277;2;
15298;422;1;
15298;633;14;
15298;1692;;5
15300;9;40;
15300;30;0;
15300;50;20;
15300;134;;1
15300;144;;1
15300;145;;1.16275
15300;146;;1
15300;147;;1
15300;182;3424;
15300;277;2;
15300;422;1;
15300;633;11;
15300;1692;;5
15302;9;40;
15302;30;0;
15302;50;20;
15302;134;;1
15302;144;;1
15302;145;;1.1705
15302;146;;1
15302;147;;1
15302;182;3424;
15302;277;2;
15302;422;1;
15302;633;12;
15302;1692;;5
15304;9;40;
15304;30;0;
15304;50;20;
15304;134;;1
15304;144;;1
15304;145;;1.17825
15304;146;;1
15304;147;;1
15304;182;3424;
15304;277;2;
15304;422;1;
15304;633;13;
15304;1692;;5
15306;9;40;
15306;30;0;
15306;50;20;
15306;134;;1
15306;144;;1
15306;145;;1.186
15306;146;;1
15306;147;;1
15306;182;3424;
15306;277;2;
15306;422;1;
15306;633;14;
15306;1692;;5
15308;9;40;
15308;30;1;
15308;50;0;
15308;182;3432;
15308;202;;1.16
15308;277;1;
15308;422;1;
15308;633;11;
15308;1692;;5
15310;9;40;
15310;30;1;
15310;50;0;
15310;182;3432;
15310;202;;1.16
15310;277;1;
15310;422;1;
15310;633;11;
15310;1692;;5
15312;9;40;
15312;30;1;
15312;50;0;
15312;182;3432;
15312;202;;1.17
15312;277;1;
15312;422;1;
15312;633;12;
15312;1692;;5
15314;9;40;
15314;30;1;
15314;50;0;
15314;182;3432;
15314;202;;1.17
15314;277;1;
15314;422;1;
15314;633;12;
15314;1692;;5
15317;1640;;7200
15317;1641;;7200
15397;9;40;
15397;30;1;
15397;50;28;
15397;64;;1.15
15397;182;3318;
15397;204;;0.895
15397;277;1;
15397;422;1;
15397;633;14;
15397;1692;;3
15399;6;;22.4
15399;9;40;
15399;30;;1732
15399;47;1;
15399;50;36;
15399;51;7200;
15399;54;42000;
15399;61;0;
15399;64;;3
15399;128;3;
15399;158;;12000
15399;160;;0.0175
15399;182;3309;
15399;183;3300;
15399;277;1;
15399;278;5;
15399;422;1;
15399;604;86;
15399;620;;400
15399;633;14;
15399;1180;;0.01
15399;1205;;-15
15399;1211;;0.8
15399;1212;1;
15399;1692;;3
15399;1768;;11312
15401;6;;41.6
15401;9;40;
15401;30;;3217
15401;47;1;
15401;50;44;
15401;51;9000;
15401;54;50000;
15401;61;0;
15401;64;;4.5
15401;128;3;
15401;158;;16000
15401;160;;0.0153125
15401;182;3309;
15401;183;3300;
15401;277;1;
15401;278;5;
15401;422;1;
15401;604;86;
15401;620;;400
15401;633;14;
15401;1180;;0.01
15401;1205;;-15
15401;1211;;1
15401;1212;1;
15401;1692;;3
15401;1768;;11312
15403;6;;59.2
15403;9;40;
15403;30;;3600
15403;47;1;
15403;50;44;
15403;51;12500;
15403;54;52800;
15403;61;0;
15403;64;;6.75
15403;128;3;
15403;158;;20000
15403;160;;0.0139205
15403;182;3309;
15403;183;3300;
15403;277;1;
15403;278;5;
15403;422;1;
15403;604;86;
15403;620;;400
15403;633;14;
15403;1180;;0.01
15403;1205;;-15
15403;1211;;1.4
15403;1212;1;
15403;1692;;3
15403;1768;;11312
15405;6;;115
15405;9;40;
15405;30;2150;
15405;50;80;
15405;73;;10000
15405;99;10500;
15405;114;540;
15405;116;0;
15405;117;0;
15405;118;0;
15405;182;3421;
15405;277;1;
15405;422;1;
15405;633;1;
15405;916;;0
15407;6;;40
15407;9;40;
15407;30;1;
15407;50;33;
15407;73;;12000
15407;182;3420;
15407;277;1;
15407;422;1;
15407;633;13;
15407;967;;1
15407;984;;-44.75
15407;985;;-44.75
15407;986;;-44.75
15407;987;;-44.75
15407;1180;;0.01
15407;1208;;20
15407;1211;;4
15407;1212;1;
15408;9;40;
15408;30;150;
15408;50;40;
15408;72;2906;
15408;182;3425;
15408;277;2;
15408;422;1;
15408;633;11;
15408;983;;20
15416;9;40;
15416;30;1;
15416;50;24;
15416;64;;1.1375
15416;182;3318;
15416;204;;0.895
15416;277;1;
15416;422;1;
15416;633;12;
15416;1692;;3
15418;6;;40
15418;9;40;
15418;30;1;
15418;50;32;
15418;73;;12800
15418;182;3420;
15418;277;1;
15418;422;1;
15418;633;12;
15418;984;;-43.75
15418;985;;-43.75
15418;986;;-43.75
15418;987;;-43.75
15418;1180;;0.01
15418;1208;;20
15418;1211;;4.2
15418;1212;1;
15419;6;;10
15419;9;40;
15419;20;;-55
15419;30;;1500
15419;50;;18
15419;54;;18000
15419;73;;5000
15419;158;;0
15419;182;3435;
15419;277;1;
15419;422;1;
15419;633;;12
15419;1180;;0.01
15419;1211;;5
15419;1212;1;
15419;1222;;30
15421;6;;25.5
15421;9;40;
15421;30;2363;
15421;47;1;
15421;50;89;
15421;51;9563;
15421;54;65520;
15421;56;1;
15421;61;0;
15421;63;;0
15421;64;;3.68
15421;124;8627698;
15421;128;3;
15421;158;;24000
15421;160;;0.009625
15421;182;3307;
15421;183;3300;
15421;277;1;
15421;278;5;
15421;422;1;
15421;604;85;
15421;620;;400
15421;633;13;
15421;1180;;0.01
15421;1205;;-15
15421;1211;;1
15421;1212;1;
15423;6;;18.7
15423;9;40;
15423;30;1772;
15423;47;1;
15423;50;77;
15423;51;7313;
15423;54;49140;
15423;56;1;
15423;61;0;
15423;63;;0
15423;64;;2.54
15423;124;8627698;
15423;128;3;
15423;158;;20000
15423;160;;0.01167
15423;182;3307;
15423;183;3300;
15423;277;1;
15423;278;5;
15423;422;1;
15423;604;85;
15423;620;;400
15423;633;13;
15423;1180;;0.01
15423;1205;;-15
15423;1211;;0.8
15423;1212;1;
15423;1692;;3
15423;1768;;11323
15425;9;40;
15425;30;1;
15425;50;0;
15425;182;3432;
15425;202;;1.16
15425;277;1;
15425;422;1;
15425;633;11;
15425;1692;;3
15427;6;;22.4
15427;9;40;
15427;30;;1732
15427;47;1;
15427;50;36;
15427;51;7200;
15427;54;42000;
15427;61;0;
15427;64;;3
15427;128;3;
15427;158;;12000
15427;160;;0.0175
15427;182;3309;
15427;183;3300;
15427;277;1;
15427;278;5;
15427;422;1;
15427;604;86;
15427;620;;400
15427;633;14;
15427;1180;;0.01
15427;1205;;-15
15427;1211;;0.8
15427;1212;1;
15427;1692;;3
15427;1768;;11312
15429;6;;41.6
15429;9;40;
15429;30;;3217
15429;47;1;
15429;50;44;
15429;51;9000;
15429;54;40000;
15429;61;0;
15429;64;;4.35
15429;128;3;
15429;158;;16000
15429;160;;0.0153125
15429;182;3309;
15429;183;3300;
15429;277;1;
15429;278;5;
15429;422;1;
15429;604;86;
15429;620;;400
15429;633;11;
15429;1180;;0.01
15429;1205;;-15
15429;1211;;1
15429;1212;1;
15429;1692;;3
15429;1768;;11312
15431;6;;70
15431;9;40;
15431;30;3500;
15431;50;19;
15431;54;36000;
15431;73;;5000
15431;105;2;
15431;158;;0
15431;182;3435;
15431;277;1;
15431;422;1;
15431;633;13;
15431;1180;;0.01
15431;1211;;5
15431;1212;1;
15431;1222;;20
15433;6;;10
15433;9;40;
15433;30;;2000
15433;50;;30
15433;54;;14250
15433;73;;5000
15433;105;;3
15433;158;;0
15433;182;3435;
15433;277;1;
15433;422;1;
15433;633;;13
15433;1180;;0.01
15433;1211;;5
15433;1212;1;
15433;1222;;20
15433;1350;;1
15435;9;40;
15435;30;1;
15435;50;28;
15435;64;;1.15
15435;182;3318;
15435;204;;0.895
15435;277;1;
15435;422;1;
15435;633;14;
15435;1692;;3
15437;9;40;
15437;30;0;
15437;50;16;
15437;144;;0.69375
15437;145;;1
15437;146;;1
15437;147;;1
15437;182;3424;
15437;277;2;
15437;422;1;
15437;548;;-10.5
15437;633;11;
15437;1692;;5
15439;9;40;
15439;30;0;
15439;50;22;
15439;134;;0.915
15439;144;;0.846375
15439;145;;1.09625
15439;146;;1.07
15439;147;;1.0575
15439;182;3424;
15439;277;2;
15439;422;1;
15439;633;13;
15443;6;;0
15443;9;40;
15443;30;;3025
15443;47;1;
15443;50;;37
15443;51;;19986
15443;54;;35600
15443;56;1;
15443;63;;0
15443;64;;7.623
15443;128;3;
15443;158;;35000
15443;160;;0.01125
15443;182;3308;
15443;183;3300;
15443;277;1;
15443;278;5;
15443;422;1;
15443;604;83;
15443;620;;400
15443;633;;7
15443;920;;0
15443;1180;;0.01
15443;1205;;-15
15443;1211;;2
15443;1212;1;
15445;6;;0
15445;9;40;
15445;30;;3575
15445;47;1;
15445;50;;40
15445;51;;38155
15445;54;;50000
15445;56;1;
15445;63;;0
15445;64;;16.008
15445;128;3;
15445;158;;35000
15445;160;;0.009
15445;182;3308;
15445;183;3300;
15445;277;1;
15445;278;5;
15445;422;1;
15445;604;83;
15445;620;;400
15445;633;;13
15445;920;;0
15445;1180;;0.01
15445;1205;;-15
15445;1211;;2.4
15445;1212;1;
15447;9;40;
15447;30;1;
15447;50;28;
15447;64;;1.15
15447;182;3318;
15447;204;;0.895
15447;277;1;
15447;422;1;
15447;633;14;
15447;1692;;5
15449;9;40;
15449;30;;1325
15449;47;1;
15449;50;55;
15449;51;;13235
15449;56;1;
15449;182;3319;
15449;277;1;
15449;422;1;
15449;604;386;
15449;605;396;
15449;633;14;
15449;1180;;0.01
15449;1205;;-15
15449;1211;;1.5
15449;1212;1;
15449;1768;;11323
15451;6;;0
15451;9;40;
15451;30;2800;
15451;50;50;
15451;73;;12000
15451;90;;120
15451;91;;43000
15451;182;3423;
15451;277;3;
15451;422;1;
15451;633;14;
15451;918;;0
15451;1180;;0.01
15451;1206;;-15
15451;1211;;2.3
15451;1212;1;
15451;1692;;5
15453;9;40;
15453;30;1;
15453;50;34;
15453;148;;1
15453;182;3394;
15453;277;3;
15453;422;1;
15453;633;14;
15453;984;;0
15453;985;;0
15453;986;;0
15453;987;;-50
15453;1692;;5
15455;9;40;
15455;30;1;
15455;50;40;
15455;148;;1
15455;182;3394;
15455;277;3;
15455;422;1;
15455;633;14;
15455;984;;-30.3
15455;985;;-30.3
15455;986;;-30.3
15455;987;;-30.3
15455;1692;;5
15457;182;3405;
15457;277;1;
15457;330;1800000;
15457;554;;-7.5
15457;1087;1;
15457;1089;;0.2
15457;1090;;0.2
15457;1091;;0.2
15457;1092;;0.2
15457;1093;;0.2
15457;1141;;-20
15457;1143;;-20
15457;1146;;-20
15457;1148;;-20
15458;182;3405;
15458;277;2;
15458;330;1800000;
15458;554;;-11.25
15458;1087;1;
15458;1089;;0.3
15458;1090;;0.3
15458;1091;;0.3
15458;1092;;0.3
15458;1093;;0.3
15458;1141;;-25
15458;1143;;-25
15458;1146;;-25
15458;1148;;-25
15459;182;3405;
15459;277;3;
15459;330;1800000;
15459;554;;-15
15459;1087;1;
15459;1089;;0.4
15459;1090;;0.4
15459;1091;;0.4
15459;1092;;0.4
15459;1093;;0.4
15459;1141;;-30
15459;1143;;-30
15459;1146;;-30
15459;1148;;-30
15460;182;3405;
15460;277;1;
15460;294;;10
15460;330;1800000;
15460;616;;-20
15460;1087;2;
15460;1089;;0.2
15460;1090;;0.2
15460;1091;;0.2
15460;1092;;0.2
15460;1093;;0.2
15460;1141;;-20
15460;1145;;-20
15460;1151;;-20
15461;182;3405;
15461;277;2;
15461;294;;15
15461;330;1800000;
15461;616;;-25
15461;1087;2;
15461;1089;;0.3
15461;1090;;0.3
15461;1091;;0.3
15461;1092;;0.3
15461;1093;;0.3
15461;1141;;-25
15461;1145;;-25
15461;1151;;-25
15462;182;3405;
15462;277;3;
15462;294;;20
15462;330;1800000;
15462;616;;-30
15462;1087;2;
15462;1089;;0.4
15462;1090;;0.4
15462;1091;;0.4
15462;1092;;0.4
15462;1093;;0.4
15462;1141;;-30
15462;1145;;-30
15462;1151;;-30
15463;182;3405;
15463;277;1;
15463;330;1800000;
15463;616;;-20
15463;1079;;10
15463;1087;1;
15463;1089;;0.2
15463;1090;;0.2
15463;1091;;0.2
15463;1092;;0.2
15463;1093;;0.2
15463;1142;;-20
15463;1144;;-20
15463;1149;;20
15464;182;3405;
15464;277;2;
15464;330;1800000;
15464;616;;-25
15464;1079;;15
15464;1087;1;
15464;1089;;0.3
15464;1090;;0.3
15464;1091;;0.3
15464;1092;;0.3
15464;1093;;0.3
15464;1142;;-25
15464;1144;;-25
15464;1149;;25
15465;182;3405;
15465;277;3;
15465;330;1800000;
15465;616;;-30
15465;1079;;20
15465;1087;1;
15465;1089;;0.4
15465;1090;;0.4
15465;1091;;0.4
15465;1092;;0.4
15465;1093;;0.4
15465;1142;;-30
15465;1144;;-30
15465;1149;;30
15466;182;3405;
15466;277;1;
15466;330;1800000;
15466;767;;25
15466;1087;2;
15466;1089;;0.2
15466;1090;;0.2
15466;1091;;0.2
15466;1092;;0.2
15466;1093;;0.2
15466;1142;;-20
15466;1143;;-20
15466;1146;;-20
15466;1151;;-20
15477;182;3405;
15477;277;2;
15477;330;1800000;
15477;767;;31.25
15477;1087;2;
15477;1089;;0.3
15477;1090;;0.3
15477;1091;;0.3
15477;1092;;0.3
15477;1093;;0.3
15477;1142;;-25
15477;1143;;-25
15477;1146;;-25
15477;1151;;-25
15478;182;3405;
15478;277;3;
15478;330;1800000;
15478;767;;37.5
15478;1087;2;
15478;1089;;0.4
15478;1090;;0.4
15478;1091;;0.4
15478;1092;;0.4
15478;1093;;0.4
15478;1142;;-30
15478;1143;;-30
15478;1146;;-30
15478;1151;;-30
15479;182;3405;
15479;277;1;
15479;330;1800000;
15479;895;;20
15479;1087;1;
15479;1089;;0.2
15479;1090;;0.2
15479;1091;;0.2
15479;1092;;0.2
15479;1093;;0.2
15479;1141;;-20
15479;1145;;-20
15479;1149;;20
15479;1150;;-20
15480;182;3405;
15480;277;2;
15480;330;1800000;
15480;895;;25
15480;1087;1;
15480;1089;;0.3
15480;1090;;0.3
15480;1091;;0.3
15480;1092;;0.3
15480;1093;;0.3
15480;1141;;-25
15480;1145;;-25
15480;1149;;25
15480;1150;;-25
15508;9;272;
15508;37;1600;
15508;51;4000;
15508;54;1000;
15508;55;;2500000
15508;64;;1.45
15508;70;;100
15508;79;2000;
15508;109;;1
15508;110;;1
15508;111;;1
15508;113;;1
15508;114;;0
15508;116;;0
15508;117;;24
15508;118;;0
15508;136;;0.75
15508;154;2000;
15508;156;;0.75
15508;158;;3000
15508;160;;0.816
15508;182;3437;
15508;184;3436;
15508;192;8;
15508;193;1;
15508;208;;12.5
15508;209;;12.5
15508;210;;12.5
15508;211;;12.5
15508;247;4000;
15508;263;;208
15508;265;176;
15508;267;;0.4
15508;268;;0.9
15508;269;;0.75
15508;270;;0.55
15508;271;;1
15508;272;;0.4
15508;273;;0.6
15508;274;;0.8
15508;277;1;
15508;279;1;
15508;416;;900
15508;422;1;
15508;479;;250000
15508;482;;1
15508;484;;0.75
15508;508;425;
15508;524;;0.75
15508;525;;1
15508;552;;50
15508;580;1;
15508;581;;1
15508;582;2500;
15508;583;;1
15508;620;;125
15508;633;0;
15508;665;3000;
15508;1272;;10
15510;9;288;
15510;37;2100;
15510;51;4000;
15510;54;1000;
15510;55;;2500000
15510;64;;1.3
15510;70;;100
15510;79;2000;
15510;109;;1
15510;110;;1
15510;111;;1
15510;113;;1
15510;114;;0
15510;116;;24
15510;117;;0
15510;118;;0
15510;136;;0.75
15510;154;2000;
15510;156;;0.75
15510;158;;3000
15510;160;;1.08
15510;182;3437;
15510;184;3436;
15510;192;8;
15510;193;1;
15510;208;;12.5
15510;209;;12.5
15510;210;;12.5
15510;211;;12.5
15510;247;4000;
15510;263;;128
15510;265;192;
15510;267;;0.4
15510;268;;0.9
15510;269;;0.75
15510;270;;0.55
15510;271;;1
15510;272;;0.4
15510;273;;0.6
15510;274;;0.8
15510;277;1;
15510;279;1;
15510;416;;900
15510;422;1;
15510;479;;250000
15510;482;;1
15510;484;;0.75
15510;508;500;
15510;524;;0.75
15510;525;;1
15510;552;;50
15510;580;1;
15510;581;;1
15510;582;2500;
15510;583;;1
15510;620;;125
15510;633;0;
15510;665;3000;
15510;1272;;10
15675;9;40;
15675;30;1;
15675;50;0;
15675;182;3432;
15675;202;;1.14
15675;277;1;
15675;422;1;
15675;633;9;
15675;1692;;4
15677;9;40;
15677;30;1;
15677;50;0;
15677;182;3432;
15677;202;;1.13
15677;277;1;
15677;422;1;
15677;633;8;
15677;914;;1.02
15677;1692;;4
15681;9;40;
15681;30;1;
15681;50;24;
15681;182;3318;
15681;204;;0.895
15681;213;;1.125
15681;277;1;
15681;422;1;
15681;633;12;
15681;916;;1.02
15681;1692;;4
15683;9;40;
15683;30;1;
15683;50;28;
15683;182;3318;
15683;204;;0.895
15683;213;;1.1
15683;277;1;
15683;422;1;
15683;633;7;
15683;920;;1.02
15683;1692;;4
15685;9;40;
15685;30;1;
15685;50;0;
15685;148;;1
15685;182;3394;
15685;277;1;
15685;422;1;
15685;633;9;
15685;984;;0
15685;985;;0
15685;986;;0
15685;987;;-30
15685;1692;;4
15687;9;40;
15687;30;1;
15687;50;0;
15687;148;;1
15687;182;3394;
15687;277;1;
15687;422;1;
15687;633;9;
15687;984;;-30
15687;985;;0
15687;986;;0
15687;987;;0
15687;1692;;4
15689;9;40;
15689;30;1;
15689;50;0;
15689;148;;1
15689;182;3394;
15689;277;1;
15689;422;1;
15689;633;9;
15689;984;;0
15689;985;;-30
15689;986;;0
15689;987;;0
15689;1692;;4
15691;9;40;
15691;30;1;
15691;50;0;
15691;148;;1
15691;182;3394;
15691;277;1;
15691;422;1;
15691;633;9;
15691;984;;0
15691;985;;0
15691;986;;-30
15691;987;;0
15691;1692;;4
15693;9;40;
15693;30;1;
15693;50;0;
15693;148;;1
15693;182;3394;
15693;277;1;
15693;422;1;
15693;633;9;
15693;984;;-17.5
15693;985;;-17.5
15693;986;;-17.5
15693;987;;-17.5
15693;1692;;4
15695;9;40;
15695;30;1;
15695;50;0;
15695;148;;1
15695;182;3394;
15695;277;1;
15695;422;1;
15695;633;8;
15695;984;;0
15695;985;;0
15695;986;;0
15695;987;;-26.4
15695;1692;;4
15697;9;40;
15697;30;1;
15697;50;0;
15697;148;;1
15697;182;3394;
15697;277;1;
15697;422;1;
15697;633;8;
15697;984;;-26.4
15697;985;;0
15697;986;;0
15697;987;;0
15697;1692;;4
15699;9;40;
15699;30;1;
15699;50;0;
15699;148;;1
15699;182;3394;
15699;277;1;
15699;422;1;
15699;633;8;
15699;984;;0
15699;985;;-26.4
15699;986;;0
15699;987;;0
15699;1692;;4
15701;9;40;
15701;30;1;
15701;50;0;
15701;148;;1
15701;182;3394;
15701;277;1;
15701;422;1;
15701;633;8;
15701;984;;0
15701;985;;0
15701;986;;-26.4
15701;987;;0
15701;1692;;4
15703;9;40;
15703;30;1;
15703;50;0;
15703;148;;1
15703;182;3394;
15703;277;1;
15703;422;1;
15703;633;8;
15703;984;;-15.36
15703;985;;-15.36
15703;986;;-15.36
15703;987;;-15.36
15703;1692;;4
15705;6;30;
15705;9;40;
15705;30;1;
15705;50;16;
15705;73;;20000
15705;182;;3394
15705;277;;3
15705;422;;1
15705;633;9;
15705;984;;0
15705;985;;0
15705;986;;0
15705;987;;-55
15705;1180;;0.01
15705;1208;;20
15705;1211;;6.6
15705;1212;1;
15705;1692;;4
15707;6;30;
15707;9;40;
15707;30;1;
15707;50;16;
15707;73;;20000
15707;182;;3394
15707;277;;3
15707;422;;1
15707;633;9;
15707;984;;0
15707;985;;0
15707;986;;-55
15707;987;;0
15707;1180;;0.01
15707;1208;;20
15707;1211;;6.6
15707;1212;1;
15707;1692;;4
15709;6;30;
15709;9;40;
15709;30;1;
15709;50;16;
15709;73;;20000
15709;182;;3394
15709;277;;3
15709;422;;1
15709;633;9;
15709;984;;0
15709;985;;-55
15709;986;;0
15709;987;;0
15709;1180;;0.01
15709;1208;;20
15709;1211;;6.6
15709;1212;1;
15709;1692;;4
15711;6;30;
15711;9;40;
15711;30;1;
15711;50;16;
15711;73;;20000
15711;182;;3394
15711;277;;3
15711;422;;1
15711;633;9;
15711;984;;-55
15711;985;;0
15711;986;;0
15711;987;;0
15711;1180;;0.01
15711;1208;;20
15711;1211;;6.6
15711;1212;1;
15711;1692;;4
15713;6;10;
15713;9;40;
15713;30;1;
15713;50;33;
15713;73;;20000
15713;182;;3394
15713;277;;3
15713;422;;1
15713;633;8;
15713;984;;0
15713;985;;0
15713;986;;0
15713;987;;-50
15713;1180;;0.01
15713;1208;;20
15713;1211;;6.6
15713;1212;1;
15713;1692;;4
15715;6;10;
15715;9;40;
15715;30;1;
15715;50;33;
15715;73;;20000
15715;182;;3394
15715;277;;3
15715;422;;1
15715;633;8;
15715;984;;0
15715;985;;0
15715;986;;-50
15715;987;;0
15715;1180;;0.01
15715;1208;;20
15715;1211;;6.6
15715;1212;1;
15715;1692;;4
15717;6;10;
15717;9;40;
15717;30;1;
15717;50;33;
15717;73;;20000
15717;182;;3394
15717;277;;3
15717;422;;1
15717;633;8;
15717;984;;0
15717;985;;-50
15717;986;;0
15717;987;;0
15717;1180;;0.01
15717;1208;;20
15717;1211;;6.6
15717;1212;1;
15717;1692;;4
15719;6;10;
15719;9;40;
15719;30;1;
15719;50;33;
15719;73;;20000
15719;182;;3394
15719;277;;3
15719;422;;1
15719;633;8;
15719;984;;-50
15719;985;;0
15719;986;;0
15719;987;;0
15719;1180;;0.01
15719;1208;;20
15719;1211;;6.6
15719;1212;1;
15719;1692;;4
15721;9;40;
15721;30;1;
15721;50;25;
15721;148;;1
15721;182;3394;
15721;277;3;
15721;422;1;
15721;633;9;
15721;984;;0
15721;985;;0
15721;986;;0
15721;987;;-40
15721;1692;;4
15723;9;40;
15723;30;1;
15723;50;25;
15723;148;;1
15723;182;3394;
15723;277;3;
15723;422;1;
15723;633;9;
15723;984;;-40
15723;985;;0
15723;986;;0
15723;987;;0
15723;1692;;4
15725;9;40;
15725;30;1;
15725;50;25;
15725;148;;1
15725;182;3394;
15725;277;3;
15725;422;1;
15725;633;9;
15725;984;;0
15725;985;;-40
15725;986;;0
15725;987;;0
15725;1692;;4
15727;9;40;
15727;30;1;
15727;50;25;
15727;148;;1
15727;182;3394;
15727;277;3;
15727;422;1;
15727;633;9;
15727;984;;0
15727;985;;0
15727;986;;-40
15727;987;;0
